"","other","neuron","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"1110002E22Rik",0.136214089893852,1.1496351508844,0.258544370495853,0.15585272699092,0.26808186531898,0.0269329727223881,0.258544370495853,0.0359106302965175,0.2478875088187,0.207748461196422
"1110008E08Rik",0.062360235412454,0.83480855606699,0.143611093774261,0.08782177442769,0.155259259258304,0,0.143611093774261,0,0,0.281029678168608
"1110017D15Rik",0.662272918715112,3.82328399334816,1.32681255161502,0.475927124256824,1.08616931859484,0.286810587704134,1.32681255161502,0.165342760318376,0.680643298505142,0.643912186734643
"1500009L16Rik",0.466751558942883,3.80066215805538,1.08726182141179,0.340543904171656,0.787116195175124,0.419226459082347,1.08726182141179,0.50614045636679,0.150590609793432,0.331781335915718
"1500015O10Rik",0.549313496853297,1.19647483333818,0.269702072626609,0.874868660112259,0.714789910389837,0.256043693749031,0.269702072626609,0.341391591665375,0.563667421988781,1.826242380372
"1600029O15Rik",0.295873402123997,3.34157000049332,0.534256708564483,0.468000083784737,0.586022677886152,0.259387043370402,0.534256708564483,0.197401003564568,0.280630661593888,0.980088402239788
"1700001K19Rik",0.80529798357067,1.14587668430772,0.350395922174593,1.24590962488437,0.971163447427731,0.434312633148013,0.350395922174593,0.533528966023025,1.09921164274809,2.24746439765426
"1700001L05Rik",0.697434763457538,2.21685133214524,0.763677663202212,0.829399297266911,1.06048686529405,0.0788956255790681,0.763677663202212,0.105194167438757,0.577076053005087,1.95076869732252
"1700001L19Rik",0.225095211287334,1.87918333335621,0.537556605328303,0.158452506760096,0.418345586253657,0.107178710647163,0.537556605328303,0,0.313110810684099,0.193937210948207
"1700008K24Rik",0.122472351584783,1.16670744840175,0.309990783868753,0.0889231104384306,0.261938215508065,0,0.309990783868753,0,0,0.284553953402978
"1700011D18Rik",0.117593178259483,2.01405523409078,0.323320988802103,0.174639101013604,0.205749720146792,0.349278202027209,0.323320988802103,0.465704269369612,0,0
"1700013A02Rik",0.123790132151804,0.630672871880545,0.0900961245543636,0.216632731265657,0.2148849747278,0,0.0900961245543636,0,0.693224740050104,0
"1700013F07Rik",0.301749687745798,0.935982316563932,0.176803868137428,0.490356358505389,0.42181319570289,0.130133198068329,0.176803868137428,0.0537824228492913,0.625847101177156,0.878754338620938
"1700016C15Rik",0.360075778352932,1.58958392630661,0.391906373391345,0.485912526188531,0.590051554498601,0.0350194309407624,0.391906373391345,0.0194596259826442,0.106753336644925,1.4248151959792
"1700016P03Rik",1.45767783873556,7.3084879160942,3.5290424113965,0.37658509732706,2.46141297895657,0.160108722467425,3.5290424113965,0,0.984030119371834,0.221042192074758
"1700022I11Rik",0.306632289641943,1.13851530664237,0.288608244603694,0.426388706175464,0.474179116830282,0.0538492691241172,0.288608244603694,0.071799025498823,0.524640322978049,0.753644706184848
"1700023F06Rik",0.448493842434851,2.23614000589115,0.504934703637763,0.62256385931434,0.710827162433465,0.173988753302736,0.504934703637763,0.145696970506419,0.350758780159231,1.46660920503895
"1700029P11Rik",0.0518070589887254,0.88703732456048,0.150788652559369,0.0696019478108819,0.146576013672967,0,0.150788652559369,0,0,0.222726232994822
"1700030C12Rik",0.134534686823282,1.33866936434749,0.32221079916767,0.120834923212468,0.292923179988494,0,0.32221079916767,0,0.087780922110235,0.298890832169662
"1700039M10Rik",0.434089630894967,2.02039396616831,0.599456024721322,0.487682078206074,0.736149890790714,0,0.599456024721322,0,1.01922308037797,0.54135956988147
"1700066J03Rik",0.206982133442531,1.68017384943718,0.463752187802838,0.166457300376594,0.384470505077021,0.0871870404463457,0.463752187802838,0,0.213574762781398,0.319088598423703
"1700093K21Rik",0.371922568062285,1.04384898536319,0.249448037472113,0.563078584491298,0.514353124511209,0.14822014215297,0.249448037472113,0.126462880724277,0.340340557691262,1.30975545581176
"1700097M23Rik",0.113685625838417,1.01823892439871,0.14546270348553,0.19894984521723,0.187956476564164,0.135579110982686,0.14546270348553,0,0.36471997654749,0.271919528147646
"2210008F06Rik",0.720876108881707,4.08109877862207,1.73035191824667,0.257612609404907,1.288487663906,0,1.73035191824667,0,0.348905137637203,0.475455212458498
"2410137M14Rik",0.0654928101081671,1.52621235421172,0.295927988764038,0.0464519717972251,0.222101063247824,0,0.295927988764038,0,0,0.14864630975112
"2610002M06Rik",1.95126847002437,3.91202032089029,1.96208620523155,2.18689693307632,2.06240522294858,2.13583036219927,1.96208620523155,2.39992772898773,2.01024961259079,2.10790729846815
"2610035F20Rik",0.623994004034483,4.9319484589319,1.85457512672702,0.0857298285406878,1.19463873148913,0.131709617258543,1.85457512672702,0.0579139242389388,0.141238678526942,0.0636000637165318
"2900055J20Rik",0.882046676743014,4.77807063488343,1.81797999383348,0.550108019056412,1.33303731848862,0.615828401477701,1.81797999383348,0.607018328234687,0.750893988930288,0.281029678168608
"2900076G11Rik",0.469748414339736,1.8624662537872,0.442976205873178,0.667263826678909,0.767176732231228,0,0.442976205873178,0,0.269386425282697,1.86585782008981
"3300002P13Rik",0.779959961226165,4.69138912694537,2.21214363779572,0.015727889942704,1.41916623491924,0,2.21214363779572,0,0.0503292478166528,0
"3732407C23Rik",0.15919154724678,0.964113286454871,0.2181451167786,0.208222391307449,0.290254086173618,0,0.2181451167786,0,0.0865379680750744,0.579773684108762
"4732496C06Rik",2.08287704260916,4.60422200529608,1.58633408702164,2.8325202490841,2.22112826002541,2.3330224353862,1.58633408702164,2.71540266585772,1.96217024551334,3.84341135252651
"4833422C13Rik",0.703260643189649,3.67803172760368,1.50659004666263,0.372193800702547,1.14923681873713,0.220518931537589,1.50659004666263,0.225266539896703,0.418091282148854,0.502609032223255
"4921522P10Rik",0.276400234680886,1.20354214126727,0.281383190866113,0.38793288634211,0.407272645244055,0.148286582278767,0.281383190866113,0.197715443038356,0.0716568639548144,0.932469840693909
"4930439D14Rik",0.597455405393952,4.12799039862627,0.716291327565103,0.934790847648236,1.13566964310378,0,0.716291327565103,0,1.45548406815108,1.53584664432327
"4930471C04Rik",0.102083906261225,1.23118932901808,0.248473024223963,0.115131605888437,0.241851274243203,0,0.248473024223963,0,0.0191686168919541,0.349252521951044
"4930474N09Rik",0.309758974047354,1.88272445508759,0.556983791200967,0.290057944167971,0.565395462886412,0,0.556983791200967,0,0.332353384648712,0.595832036688794
"4930539E08Rik",0.280350102409442,2.6626699639423,0.535953922377326,0.35448674262915,0.556192120181665,0.117364518919043,0.535953922377326,0.0916237001584922,0.526418109569665,0.497991026653426
"4930572O13Rik",0.0844655544305831,2.64930496543051,0.395600731231587,0.132827201104696,0.348347520678061,0,0.395600731231587,0,0,0.425047043535026
"4930578M01Rik",1.07333726719853,1.98309861396161,0.654734941044533,1.55333447092866,1.26686132174308,0.768586453891789,0.654734941044533,0.646235085246902,2.70822183194361,1.48696637273182
"4931428F04Rik",1.7322355905749,6.13975180969111,3.63696622478922,0.616535813026892,2.73793546014636,0.0684400040324224,3.63696622478922,0.0912533387098965,1.01339981106337,0.850010784170814
"4931440P22Rik",0.901468681886364,2.03739164649116,0.747749624689566,1.17796322750916,1.0899343825117,0.667168746317898,0.747749624689566,0.752451153057319,0.935960960655094,1.93057998370544
"4933406C10Rik",0.206644300013711,1.20145559872503,0.340774093822998,0.2136321427695,0.356801349621097,0.0424152382712289,0.340774093822998,0.0565536510283052,0.244237391872559,0.371521083755874
"5330411O13Rik",0.367847569138865,0.799744109947196,0.169780152829923,0.59514362601023,0.540873643444664,0,0.169780152829923,0,0.038480077493648,1.86597952573909
"5330417C22Rik",0.170282900722638,5.27032788762576,0.861105552206038,0.203318704037554,0.658198245029278,0.103526950605159,0.861105552206038,0.126916890011549,0.0873701378691275,0.410949447037185
"5330429C05Rik",0.0809545353322184,0.763175464563231,0.153386167652598,0.102854473205763,0.0976093794152899,0.205708946411525,0.153386167652598,0.274278595215367,0,0
"5330434G04Rik",0.338286167533893,3.60343462752421,1.05178057562642,0.12212211795172,0.733284653281871,0.0683274467245325,1.05178057562642,0.06435580082811,0.0528663789850071,0.260697437466765
"5330439K02Rik",0.793045021988041,2.07409053262995,0.750317673258509,0.99056214095662,1.16951320384873,0.0780188995316185,0.750317673258509,0,2.33985785821855,0.829940992842636
"6330403K07Rik",3.34428302309072,10.7837720663116,7.07585207745246,1.00909623092682,5.12687154286806,0.302036854508277,7.07585207745246,0,2.42183082186168,0.807277117104134
"6330403L08Rik",2.17975657546252,5.36090156342796,2.92685959778329,1.92368455442753,2.38822504332236,2.40175453583933,2.92685959778329,2.55309318962766,1.95358689782417,1.13849184879074
"9130214F15Rik",0.234209429113411,1.67940795445455,0.254583154493798,0.397032235073214,0.208328637270627,0.666681238016352,0.254583154493798,0.888908317355137,0.203813171408122,0
"9230110C19Rik",0.488690975397169,2.70062769824245,1.09438745432283,0.235198646692878,0.859740101835262,0.0212900584037316,1.09438745432283,0.0283867445383088,0.176634311727108,0.541937264244133
"9330121K16Rik",0.551675372040963,3.65626393846861,1.28969204744704,0.293984351864097,0.94777106641636,0.238559354115531,1.28969204744704,0.127632737801829,0.462625802082222,0.324964838520696
"9330161L09Rik",1.70807738281103,3.8575266560887,1.79724028857089,1.89874099943086,1.71088946019994,2.23770648831094,1.79724028857089,2.57276221271957,1.19514402437609,1.79351251853916
"9330162G02Rik",0.233372145400315,2.4849010717779,0.550572554207426,0.237262903491291,0.516059907674841,0.0188630307397645,0.550572554207426,0,0.391646709042961,0.367594582129169
"9530080O11Rik",0.161007206434187,1.3850406111388,0.301275927644873,0.191276250962913,0.265498983544339,0.179663170557421,0.301275927644873,0.239550894076561,0.0266948251821993,0.297928105007249
"9630015K15Rik",0.587128433707359,1.93138178169652,0.54746563230826,0.789865053430216,0.842681578544911,0.22042062240138,0.54746563230826,0.29389416320184,0.331627715016803,1.84326746011768
"A230006K03Rik",0.115886192892853,1.32096010652847,0.218697963882115,0.1765601324817,0.228879778239126,0.106422311599505,0.218697963882115,0.106822402542529,0.108946154956661,0.327859385933743
"A230057D06Rik",0.424906117370061,3.50762818534905,1.11374875889997,0.207509064528761,0.815907975867825,0.12033152349596,1.11374875889997,0.0969321138561131,0.15143317499478,0.39627729486992
"A230103J11Rik",0.561221848897842,1.57549538069318,0.47392630400737,0.764389642151421,0.843739274770895,0.0378673106957779,0.47392630400737,0,0.603700595532348,1.8423462593522
"A330023F24Rik",0.693181030888724,2.19987961466335,0.66676998327693,0.904628020520872,1.06349993115954,0.0514787010876488,0.66676998327693,0.0686382681168651,0.632027634780733,2.18041610914582
"A330076H08Rik",0.639885653636896,4.56123446255434,1.71367928792135,0.190484824752676,1.1849635045246,0.12125876592508,1.71367928792135,0.134465263372339,0.111539422735998,0.336653700425756
"A430078G23Rik",0.891805510134425,0.841458490393167,0.128901842314238,1.55305284200943,1.15915347810371,0.144011843283583,0.128901842314238,0.155490702727183,0.25746085878783,4.52571939236973
"A430108G06Rik",0.362367612761812,2.45907852984753,0.688925640570275,0.338718203065121,0.651923327203451,0.0902671273187333,0.688925640570275,0,0.363148720722695,0.720749529085693
"A530058N18Rik",0.14267290389427,1.34605872366447,0.2317712611238,0.215135068789707,0.27446451412449,0.0810924307037156,0.2317712611238,0.0831708700383625,0.104497339776517,0.484129836304511
"A730020E08Rik",0.51860586748976,3.30489848949443,1.1530577321086,0.311747063698856,0.892525810705945,0.186899179146419,1.1530577321086,0.168201218289325,0.288731292272785,0.507017849616366
"A730060N03Rik",0.127680060729594,1.50375059709075,0.272773814284555,0.172731843414147,0.280260078291998,0.0521026465232717,0.272773814284555,0.0532447512982613,0.0604926604072029,0.428355536960155
"A730089K16Rik",0.798054193402686,2.3259874310338,0.480707056923185,1.26672459252614,1.22715873987922,0,0.480707056923185,0,0,4.05351869608364
"A830036E02Rik",0.0820876972934639,1.72147166846466,0.377478304231845,0.0285439126187798,0.26097267550665,0,0.377478304231845,0,0.0913405203800954,0
"A830052D11Rik",0.587734447155789,1.55807489432597,0.486122667357442,0.797937310375615,0.448190715212545,1.21406482179226,0.486122667357442,1.16835999162057,1.1183898487432,0.0329775545140904
"A830073O21Rik",0.173329055952833,2.22227750364951,0.344693594849595,0.27950364038025,0.403661580284673,0.052151725964442,0.344693594849595,0,0.140641104432992,0.75377054478381
"A830082N09Rik",1.07553726025487,5.08293085516316,2.39561352156025,0.421394730976198,1.77686396619479,0.148737217647163,2.39561352156025,0.168413170005089,0.434482336586144,0.711884998531581
"A930007I19Rik",0.857694587235261,2.23147161015847,0.719125227739453,1.15066490465949,1.11811817596173,0.484973973968275,0.719125227739453,0.550033792282779,2.07305608915151,0.949031055019536
"A930024N18Rik",0.329256490444821,2.72081346240201,1.01598410097819,0.027314452722774,0.666400393511773,0,1.01598410097819,0,0.0210888844473876,0.0663173642654892
"AA387200",0.0242901176659426,1.1616409553285,0.214528943235957,0,0.136518418422881,0,0.214528943235957,0,0,0
"AB041806",0.458482119795149,1.54612534385764,0.363448110749998,0.677592280717468,0.724079547362703,0,0.363448110749998,0,0.749609206626472,1.41868609166943
"AC061963.1",0.130257096182436,2.42730389314152,0.501811695668327,0.0922776712521681,0.330364104897934,0.15422452145459,0.501811695668327,0.205632695272786,0,0.0485293136795944
