"","other","neuron","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"1110017D15Rik",0.662272918715112,3.82328399334816,1.32681255161502,0.475927124256824,1.08616931859484,0.286810587704134,1.32681255161502,0.165342760318376,0.680643298505142,0.643912186734643
"1500009L16Rik",0.466751558942883,3.80066215805538,1.08726182141179,0.340543904171656,0.787116195175124,0.419226459082347,1.08726182141179,0.50614045636679,0.150590609793432,0.331781335915718
"1600029O15Rik",0.295873402123997,3.34157000049332,0.534256708564483,0.468000083784737,0.586022677886152,0.259387043370402,0.534256708564483,0.197401003564568,0.280630661593888,0.980088402239788
"1700016P03Rik",1.45767783873556,7.3084879160942,3.5290424113965,0.37658509732706,2.46141297895657,0.160108722467425,3.5290424113965,0,0.984030119371834,0.221042192074758
"2210008F06Rik",0.720876108881707,4.08109877862207,1.73035191824667,0.257612609404907,1.288487663906,0,1.73035191824667,0,0.348905137637203,0.475455212458498
"2610035F20Rik",0.623994004034483,4.9319484589319,1.85457512672702,0.0857298285406878,1.19463873148913,0.131709617258543,1.85457512672702,0.0579139242389388,0.141238678526942,0.0636000637165318
"2900055J20Rik",0.882046676743014,4.77807063488343,1.81797999383348,0.550108019056412,1.33303731848862,0.615828401477701,1.81797999383348,0.607018328234687,0.750893988930288,0.281029678168608
"3300002P13Rik",0.779959961226165,4.69138912694537,2.21214363779572,0.015727889942704,1.41916623491924,0,2.21214363779572,0,0.0503292478166528,0
"4732496C06Rik",2.08287704260916,4.60422200529608,1.58633408702164,2.8325202490841,2.22112826002541,2.3330224353862,1.58633408702164,2.71540266585772,1.96217024551334,3.84341135252651
"4833422C13Rik",0.703260643189649,3.67803172760368,1.50659004666263,0.372193800702547,1.14923681873713,0.220518931537589,1.50659004666263,0.225266539896703,0.418091282148854,0.502609032223255
"4930439D14Rik",0.597455405393952,4.12799039862627,0.716291327565103,0.934790847648236,1.13566964310378,0,0.716291327565103,0,1.45548406815108,1.53584664432327
"4930539E08Rik",0.280350102409442,2.6626699639423,0.535953922377326,0.35448674262915,0.556192120181665,0.117364518919043,0.535953922377326,0.0916237001584922,0.526418109569665,0.497991026653426
"4930572O13Rik",0.0844655544305831,2.64930496543051,0.395600731231587,0.132827201104696,0.348347520678061,0,0.395600731231587,0,0,0.425047043535026
"4931428F04Rik",1.7322355905749,6.13975180969111,3.63696622478922,0.616535813026892,2.73793546014636,0.0684400040324224,3.63696622478922,0.0912533387098965,1.01339981106337,0.850010784170814
"5330417C22Rik",0.170282900722638,5.27032788762576,0.861105552206038,0.203318704037554,0.658198245029278,0.103526950605159,0.861105552206038,0.126916890011549,0.0873701378691275,0.410949447037185
