"","other","neuron"
"1110002E22Rik",0.136214089893852,1.1496351508844
"1110008E08Rik",0.062360235412454,0.83480855606699
"1110017D15Rik",0.662272918715112,3.82328399334816
"1500009L16Rik",0.466751558942883,3.80066215805538
"1500015O10Rik",0.549313496853297,1.19647483333818
"1600029O15Rik",0.295873402123997,3.34157000049332
"1700001K19Rik",0.80529798357067,1.14587668430772
"1700001L05Rik",0.697434763457538,2.21685133214524
"1700001L19Rik",0.225095211287334,1.87918333335621
"1700008K24Rik",0.122472351584783,1.16670744840175
"1700011D18Rik",0.117593178259483,2.01405523409078
"1700013A02Rik",0.123790132151804,0.630672871880545
"1700013F07Rik",0.301749687745798,0.935982316563932
"1700016C15Rik",0.360075778352932,1.58958392630661
"1700016P03Rik",1.45767783873556,7.3084879160942
"1700022I11Rik",0.306632289641943,1.13851530664237
"1700023F06Rik",0.448493842434851,2.23614000589115
"1700029P11Rik",0.0518070589887254,0.88703732456048
"1700030C12Rik",0.134534686823282,1.33866936434749
"1700039M10Rik",0.434089630894967,2.02039396616831
"1700066J03Rik",0.206982133442531,1.68017384943718
"1700093K21Rik",0.371922568062285,1.04384898536319
"1700097M23Rik",0.113685625838417,1.01823892439871
"2210008F06Rik",0.720876108881707,4.08109877862207
"2410137M14Rik",0.0654928101081671,1.52621235421172
"2610002M06Rik",1.95126847002437,3.91202032089029
"2610035F20Rik",0.623994004034483,4.9319484589319
"2900055J20Rik",0.882046676743014,4.77807063488343
"2900076G11Rik",0.469748414339736,1.8624662537872
"3300002P13Rik",0.779959961226165,4.69138912694537
"3732407C23Rik",0.15919154724678,0.964113286454871
"4732496C06Rik",2.08287704260916,4.60422200529608
"4833422C13Rik",0.703260643189649,3.67803172760368
"4921522P10Rik",0.276400234680886,1.20354214126727
"4930439D14Rik",0.597455405393952,4.12799039862627
"4930471C04Rik",0.102083906261225,1.23118932901808
"4930474N09Rik",0.309758974047354,1.88272445508759
"4930539E08Rik",0.280350102409442,2.6626699639423
"4930572O13Rik",0.0844655544305831,2.64930496543051
"4930578M01Rik",1.07333726719853,1.98309861396161
"4931428F04Rik",1.7322355905749,6.13975180969111
"4931440P22Rik",0.901468681886364,2.03739164649116
"4933406C10Rik",0.206644300013711,1.20145559872503
"5330411O13Rik",0.367847569138865,0.799744109947196
"5330417C22Rik",0.170282900722638,5.27032788762576
"5330429C05Rik",0.0809545353322184,0.763175464563231
"5330434G04Rik",0.338286167533893,3.60343462752421
"5330439K02Rik",0.793045021988041,2.07409053262995
