"","GSE33000","GSE26927","GSE108000","GSE43490","GSE20292","GSE20164","GSE20333"
"ACSL5",1.03686457491813,4.53972247614177,0.726956945847449,4.01439183541417,7.7746732758898,6.53466776509226,6.68535145128597
"ACSM3",1.00552870900561,3.62644667417399,0.897898835717819,7.31474297502073,6.47213572238296,4.17503145623659,3.19343548661698
"ACTA2",1.26419707123539,10.9027650944416,0.508588118878885,8.03761124150015,9.53009788997269,8.48112872211171,8.18849818084159
"ACTB",1.21798531546485,11.1853245749056,1.33769091307712,7.31474297502073,12.1478112301688,12.7113390844415,7.35129119026862
"ACTG2",1.10293872900778,7.84762576701996,0.317040737215304,7.31474297502073,6.64833127094859,5.82356275258274,4.83124450549372
"ACTL6A",1.04054449594662,8.8642867878291,1.32161131050981,7.55846476141624,5.79650831524545,5.06462773831855,5.12889401807718
"ACTL6B",1.05054253098321,8.97201276849549,0.868754975232221,4.48304472564342,6.91060065817706,3.41150669101216,3.65730772671844
"ACTL7A",1.01377963177672,4.18353172185235,1.04266715340731,7.31474297502073,7.59640903053695,3.35230557022507,2.45683861563124
"ACTN1",0.955076182134217,10.2335668861088,0.798107056940341,7.07075265986688,6.90665576854814,4.6621383580151,7.17980812147917
"ACTN2",0.709371771874357,7.68824275995002,1.18575304035757,8.29062800732519,6.40802852534319,4.56470818918692,3.97991913429128
"ACTN3",1.03579642926982,4.85444469650165,1.09451786235256,7.31474297502073,6.45850662133928,5.26633398448345,4.45369640141719
"ACTN4",1.14086936025927,10.0545893431038,0.856695038796284,4.75477157159368,8.66766214736331,7.72830880763656,8.19076866711028
"ACTR1A",0.970673228687886,11.1847636913637,1.0079781686766,5.37316011811555,9.12408849314778,8.52480124426706,6.98562994690942
"ACTR1B",0.944835906978662,10.1805641150395,0.751173066004404,7.66764336852848,9.07145331316978,8.01329830930711,7.78826900186624
"ACTR2",0.743631157372288,12.3645770686038,1.20129754798481,7.10698267684898,6.48236194789196,7.09623169920565,8.16707486061118
"ACTR3",0.90788970000824,9.99007132675831,0.944045088167863,7.70519396885461,8.91328191078814,7.53672100461646,7.43238645698954
"ACTR3B",0.868284849190482,5.58150508180918,0.759415644437629,8.4113219986933,6.20158776865677,5.61590364640669,6.01583118797519
"ACVR1",0.984949395938312,10.0915253082339,0.977530063800849,6.08459546161256,6.81361055006776,6.45408599108921,6.53602459374466
"ACVR1B",1.02635535679501,10.1541059970421,0.939657025355904,7.31474297502073,6.00940362181186,3.89287363999324,4.34319737228591
"ACVR2A",0.934146672528791,6.80000923464006,1.03932971072103,7.31474297502073,8.51848513475495,6.76777209104244,6.85351316371111
"ACVR2B",1.10308626933072,6.3941837409491,1.13985687429794,8.85146139911554,7.57956443756256,6.14993559002214,7.2450074311509
"ACVRL1",1.11701311949368,6.77695468175361,0.76285940386699,8.72324149822591,7.85643715141307,5.10149470310858,4.22959201785692
"ACYP1",0.960762521579818,9.64012405268855,0.795123135977154,8.78893044201303,7.04113911709472,6.20382539222555,5.63078315302158
"ACYP2",1.07743884406197,6.14318763541716,0.990417891685937,7.00756470560093,8.42325915264678,8.11774497552483,8.18665132445583
"ADA",0.970006308662192,7.87349044840954,0.963250704185402,7.31474297502073,6.002808407469,5.49333600691157,6.01365220468195
"ADAM10",0.964960585580146,7.08091932775326,1.28467681157997,7.31474297502073,5.10185248063148,5.84016582588565,8.69634864827419
"ADAM11",1.05656227174895,8.2085650295084,0.978792346379649,7.31474297502073,7.67176188476821,3.66030796722362,4.78763648245085
"ADAM12",0.879144929175772,4.42903188661649,1.18374420293063,7.31474297502073,7.30234350826767,5.80410228537286,4.84109612227889
"ADAM15",1.07997284223758,11.0993313960812,0.935737701300781,4.4258366709492,6.69107350220808,4.38679525346303,4.58879259692815
"ADAM17",0.974370181226156,6.346175740491,1.18118405483425,5.89239305509579,7.52080402435888,4.81623794001911,4.12010959965827
"ADAM18",1.10269994332294,8.01705088337057,0.981273514114798,7.31474297502073,5.56029780014098,3.83208120348291,4.38500698992679
"ADAM19",1.06219028521726,3.59227221975003,1.04245930159577,7.1352608391853,6.33072696379491,5.86775214910302,6.17532591113619
"ADAM2",1.07188743980224,4.84827558101843,1.03747612827851,7.31474297502073,5.01199456225202,2.33354660106269,2.8259099062043
"ADAM20",1.06282165198878,4.10592282715455,1.19411472841844,7.31474297502073,6.616264167321,5.37420149340444,5.28499655189693
"ADAM21",1.07727494509368,5.28070119274912,1.07205014430061,7.31474297502073,6.79557113069871,5.84894401743317,5.55935508993755
"ADAM22",0.95273334433273,8.35702701835916,0.92646731027298,7.31474297502073,8.16461603848427,3.96103395308351,3.86309734635672
"ADAM23",0.9588650251571,9.41072100944992,0.881619985017449,5.88362509065503,8.3611356791701,5.94724733518864,6.53463144692002
"ADAM28",0.960426692393252,5.83835369305752,1.10967806976786,4.97336715656589,7.6915919805837,3.49921625205082,3.60333783506562
"ADAM30",1.00502551016411,5.58734968737802,0.98912179275969,7.31474297502073,6.94525266799723,5.11972262487152,4.9392395221212
"ADAM8",1.03992522559382,5.34735922476232,0.677376039895611,7.02724308442975,6.18735917589555,3.82317452784913,4.50842770284588
"ADAM9",0.928853017877239,7.28481359199074,0.995069018811842,4.89602531329067,6.54425895835624,6.77385622450017,6.66248589278805
"ADAMDEC1",0.936379311958169,4.52428089523043,0.986159069905062,7.31474297502073,5.22466424142622,4.03168827946664,4.07137594610186
"ADAMTS1",0.957807217103362,9.32372988667265,1.23948037640685,5.34216168682956,8.25059806210457,7.35131941393637,6.99043703903284
"ADAMTS12",1.14526685536133,3.70500868584596,0.986028256048218,7.31474297502073,7.28499569600689,6.13600667860711,5.20351159011063
"ADAMTS13",1.08047668041612,5.32899144731004,0.850756915540892,8.41081961243985,7.0821571457821,4.92612238201898,4.14365893890975
"ADAMTS2",1.10942759699352,4.34548918283999,1.01979488850588,4.70097807785071,6.65913602838738,4.92502341486635,5.59742661107018
"ADAMTS6",1.08274812660045,4.45887813404704,1.06547455978768,7.31474297502073,5.88668251860243,5.09948909858355,4.59458930684537
"ADAMTS8",1.02701995324718,9.4630359603582,0.939215246948585,7.31474297502073,5.59504512920061,3.57419480765431,3.19110946681373
"ADAMTS9",1.04695911352537,7.70516633184782,0.775256139911251,7.31474297502073,7.33604158346821,6.28769357720522,6.36649537298828
"ADAR",0.987101845182552,12.1151788640891,0.978311310386784,9.87492210150874,10.3277799343531,9.18855811992743,9.60616269981623
"ADARB1",1.04714490682954,6.06457906250047,0.495296672589431,8.61846046132539,7.35334563584138,2.76027646556968,5.79583704983191
"ADARB2",0.998877669291729,8.36444092932856,1.07080293697044,6.54510647465814,6.99338057175361,6.86208448595079,6.91389075339424
"ADAT1",0.87456335500634,8.16858943526445,0.877465732551218,7.31474297502073,6.56405352197485,4.95365499690837,5.77206738298291
"ADCY3",1.01991441596705,11.8377279665285,0.973216992178914,10.3077027803156,7.75604092888547,6.84582174429914,6.37665839196768
"ADCY6",1.15477163283435,8.60208355973424,0.792508905340876,5.63596364259042,8.07987472790995,7.12020929368043,6.78492897133751
"ADCY7",0.985689936519264,6.40164667958579,1.145294976994,7.31474297502073,6.00321510651597,4.941236122046,5.66409617089997
"ADCY8",0.965147080325175,9.73428031225068,1.16246950882178,5.0380432399997,6.64336646781515,5.82180604778544,5.9355500685793
"ADCY9",1.02524430300479,8.51439709880169,0.702364903572757,6.98196943183831,7.57430702687817,4.07684297913831,6.74276386794931
"ADCYAP1",0.858486118870524,8.55370069442452,0.620783801101875,5.33299093455659,6.75687513696874,5.89813302698716,5.95586018692524
"ADCYAP1R1",1.00597310004967,3.38815645266231,1.09197592659488,4.98935106144365,6.73567853834976,4.45276492543339,4.75776682740236
"ADD1",1.09422710697474,13.1629597432658,0.962222440479552,5.41932319043193,9.33957811730264,7.82409407371134,8.00500397976909
"ADD2",0.99613171067294,6.89492449627125,0.812880517324272,7.31474297502073,8.32197450679089,4.60670717252218,6.67480378982095
"ADD3",0.988037140455303,4.58488134935345,1.11739645587874,9.28374831469499,7.90082503409739,7.5648291812363,10.1137314989643
"ADH1A",1.01685396591778,6.16163484103148,0.253464259220061,7.31474297502073,5.61541747786938,4.6931274406631,4.99369977197065
"ADH1B",1.11638653485363,4.2870658037044,0.605434349922884,7.31474297502073,6.13234457500432,3.82126844912877,3.27234732127238
"ADH1C",1.02529209193743,3.6910291514789,0.196390713498377,4.51368530815216,5.1988211298527,2.73075123536031,3.5261730329131
"ADH5",0.950988469446918,7.12464397150385,1.02480112801071,7.69555203223765,8.25015081957919,7.51065056128728,7.50112971566156
"ADH6",1.17296493410663,4.72952100430889,0.958687872828355,7.31474297502073,7.20688384033943,5.5849882248445,4.27788519821858
"ADK",1.08776815377439,5.56857740574859,0.941583725711369,7.66430861128469,7.41155633610647,7.12382039463613,4.5606494512498
"ADM",1.04759930939613,10.439485157118,0.604796878637789,9.85622660984937,9.12702996448687,7.55976988459297,8.11901311542917
"ADORA1",1.0603487617636,6.8038591222778,0.729416590337861,7.31474297502073,8.59108652845126,7.69602530384049,6.61982937466317
"ADORA2A",1.11683152011876,7.4764304516009,0.676906063671213,6.64479559102375,6.91581977524665,5.42405622691568,5.99094399925046
"ADORA2B",1.07862778524073,7.52303271179593,0.753931823561,7.31474297502073,6.28457954963166,5.74609013656302,5.24454136426446
"ADORA3",0.997579191732656,9.34906261991372,1.28645796550683,7.31474297502073,8.59884531570439,7.24820747313943,7.18417742690723
"ADPRH",0.970946680535134,5.90614869048075,1.11612040671392,7.31474297502073,6.745488711666,3.31105164123702,3.57584189017581
"ADRA1A",0.926193257904855,8.47527890722975,1.05480553250897,7.31474297502073,5.70924478002054,4.00185269159129,5.45842374065554
"ADRA1B",1.00107263671516,8.01847618665789,0.437093163317447,6.5628661870281,5.18575699917014,3.01662408336663,2.77063493897169
"ADRA1D",1.03364307769575,7.11658760973344,0.962408612746336,5.3208222281543,5.76112202010372,4.54564023413116,4.9362325986763
"ADRA2A",1.01866883593808,6.69369990874914,0.745921107802673,5.37776190405415,6.12425036890482,4.94783301321762,5.57543724132608
"ADRA2B",1.01640876972367,5.84843337946176,1.05919895246599,7.31474297502073,6.9538276354702,4.55797953033616,4.58256322998036
"ADRA2C",1.10967924573921,5.39749914586241,0.709723664971253,8.10557479720793,7.34156958496912,4.3926665156707,4.76723855246609
"ADRB1",0.905699612868474,5.9810994724537,0.844295307811339,7.31474297502073,5.84828405215526,4.20329289600426,2.63719811593934
"ADRB2",1.06073225497559,7.92513355746014,1.17015340171192,6.43216011480494,7.06518997358495,5.63365900744788,6.17621725049799
"ADRB3",1.05758041167974,4.04525355891416,1.05581561461655,7.31474297502073,6.25045766335023,3.21352213548304,3.96377304962718
"ADRBK2",1.11713142970804,5.41929979769056,0.634225910223069,5.48529991300283,6.1665831932871,3.90856040269845,5.97493552928896
"ADRM1",1.0923464080308,10.8623101407736,0.871836951169855,7.36836143233401,8.31588512859899,7.88048494942333,7.98351565454169
"ADSL",0.962359883455001,9.97329363267032,0.901725749788516,7.31474297502073,7.26256325925499,7.02556870005293,7.6521487943984
"ADSS",0.694523906392466,7.36123639237179,0.985114308716883,7.76583104224022,7.46407965701267,7.39670128231788,7.09721961533997
"AEBP1",1.20128464504629,9.23126625971974,0.887544700474359,9.30412776978089,8.45848569128924,6.95711119863826,6.60719415198278
"AES",1.25938039716752,10.6885441927197,0.609707125526226,12.5425925203437,8.06473828293516,7.16253370854207,6.95317844770715
"AFF1",1.07656973784278,5.22465036443194,1.24318172272478,6.4622951613261,8.67464360092245,4.94882678651474,8.34565206686162
"AFF2",0.913311655619876,8.4549924729558,0.997193841700253,7.31474297502073,6.69003878936035,6.91171828485805,6.96822449303423
"AFF3",1.05719963430122,9.28857023025213,1.03994144376001,7.31474297502073,5.62521355237395,2.74059689558097,1.7040649676803
"AFF4",1.03418754452962,9.28604572439591,0.940916099144173,7.31474297502073,5.92023263064368,4.54726213081127,4.29316532665727
"AFG3L2",0.980820454051622,9.11083872464638,1.00332297903429,5.84169828354012,8.81356373451498,7.07500850845881,7.43178061983926
"AFM",1.17334477312374,3.70466391675578,0.175408099331325,7.31474297502073,5.59827678199529,4.59137776026839,3.84058443147172
"AFP",0.97124342314884,5.24993782926087,0.980386451576104,7.31474297502073,5.84647753471285,4.30730618669337,3.89389294795972
"AGA",0.913032994318277,9.19198849152199,1.26960842816114,5.91360742917264,5.85512967147934,6.8447688183462,5.64857275367279
"AGER",1.12948488132305,4.40773267309665,1.07196908200673,6.10029689309026,6.4583116902459,4.34848956299142,3.49350721646672
"AGL",0.914439850945807,6.95175974052946,0.967671875537951,7.31474297502073,7.72681305509859,6.50546607535265,6.81388131150189
"AGPAT1",1.16877891334389,7.19199909687792,1.04889488048764,10.7634417487436,9.09686636766845,8.97889934301021,8.11938436618537
"AGPAT2",1.04596329321203,6.23106720638457,0.618784003328969,7.31474297502073,8.74020242195812,4.36690320529633,6.6485197739739
"AGPAT3",1.01901839843524,8.7482832664475,1.12793732197019,8.20902205855308,7.36170300259487,5.24478416793285,5.37035064525576
"AGPAT4",0.861186042265743,10.9779648761575,1.17050143966656,8.70136650514947,8.27850433438299,7.30682945875169,7.24438384436874
"AGPS",0.922792230001907,7.12706429322964,1.26742097809683,7.84942519942182,5.6630980855695,5.76059312880415,5.52082550729554
"AGR2",0.990391198920372,4.94908152087838,1.0452016801579,7.31474297502073,5.95774488484712,2.63052249444253,2.63221267120601
"AGRP",1.03510650065253,4.63309158958255,0.917829134484381,7.31474297502073,6.87930020022473,5.15322668921984,4.69774474103196
"AGT",1.03143541770701,10.646920674406,1.06635138936396,12.0221158603241,10.4753955360684,9.76348655636225,9.99039852153122
"AGTR1",1.06214120590672,5.73947949165379,0.679467156434302,4.86242196355952,5.49273647321112,5.22236011490607,6.24294746408055
"AGTR2",1.15885435752906,4.91245239064621,0.981110004367061,7.31474297502073,6.9006584551767,2.93580514562433,3.02586396120595
"AHCY",0.994215840370678,10.2813165722931,0.819860669158485,4.96874820365097,7.37962517064359,7.33515537078574,7.00371765158378
"AHCYL1",0.989575528714631,13.1835631891757,1.29609159432997,9.40289350987337,11.1870654466601,4.8695927909038,11.4463509798951
"AHR",0.910911515965706,13.2303728838896,1.39451283534015,5.7431086641968,5.11237395284197,5.14611388557759,5.22991321889858
"AHSA1",0.918222388351938,11.0345839343463,0.740985410274058,8.34290882287622,10.1683933950293,9.03385982309053,8.46791023596705
"AIF1",1.0594260184854,9.4247308212173,0.924952195742403,9.67512799861126,8.48146203374578,6.44738899436992,4.96946900614037
"AIM2",1.11726411346781,6.13426202809227,0.532583546221065,7.31474297502073,6.94114036973219,4.97363883011809,5.36248384473575
"AIP",1.00357937875743,10.005073503275,1.09385926282856,7.31474297502073,9.2853265935891,7.43544707745471,5.76140503801126
"AIPL1",1.0560244777587,4.46446385112635,1.01349508927478,7.31474297502073,6.64636415550954,4.8883083361081,5.51393137494517
"AIRE",0.998169082674979,4.24100240662097,0.928443351587978,4.44503255816565,6.49511922833822,3.48125361832373,3.25748876778149
"AK1",1.22798390113824,9.70040656144437,0.963388293196285,6.55718806907236,8.99643105327077,5.77314424668336,9.0885937868884
"AK2",1.04269928835177,10.0611419452982,0.955635292259836,6.7663046175711,5.4717425343491,4.94584461948921,7.85806468668879
"AK5",0.89570930006422,11.7252130477863,1.03480513818599,10.156946972777,9.40841045086208,8.15024815237526,8.14691112509605
"AKAP1",1.02252235311728,6.80684014749984,1.07082973709506,10.4039164036282,6.57675673639916,3.90700778517764,7.77065574977255
"AKAP10",0.910972606886928,7.52631193801068,1.19165956219292,6.88679718681748,6.0376683505356,4.4817359518536,7.25523416916182
"AKAP11",0.798315530369476,6.89782289806531,1.28938971642006,9.46561156772309,8.52365832662597,5.12745798176867,8.83759752452536
"AKAP12",0.948454540801804,5.55681905111426,0.614263204377472,7.3582222801823,9.07628490145636,8.04069870750454,7.54104135494336
"AKAP3",1.12112581764648,4.71265745793265,1.17061564084515,7.31474297502073,7.26152049847537,3.86514533617561,3.482716266759
"AKAP4",0.984918680703934,4.73712553474157,1.00689912656625,7.31474297502073,5.84658592192294,3.72136789619329,3.1536941950028
"AKAP5",0.900703325211223,4.14472167255502,0.784563490535556,7.31474297502073,6.17109998782859,3.2009781948676,3.67495561459178
"AKAP6",0.904815214110923,8.83523458849916,1.00874154553232,6.64117548433878,5.58135932392339,6.75358138352777,6.92299219385129
"AKAP7",0.886826033131215,9.56721217155101,0.821700090527028,7.82505752130948,7.43153301859847,5.50039837237976,6.64314352608987
"AKAP8",1.05016776378001,8.56054135425552,0.904947388322165,7.55123161410087,7.97264460189449,6.26782651875339,6.23402667724408
"AKAP8L",0.966545922096477,8.59622515684661,0.73115107453156,7.17958603788473,6.48656879330558,2.83014138727708,5.25205640776047
"AKAP9",1.0523145159776,7.35005491585266,0.871994479600275,8.97008283187094,5.43038652338222,2.62033159885866,6.62701878724698
"AKR1A1",0.940702924674362,9.24112775462156,0.917920673470192,5.08957543231598,9.06726514947944,7.97732043428683,7.95240273292432
"AKR1B1",0.940929878879931,11.2038895580672,1.08553552043699,9.06609005749224,10.1019042636385,9.15069530939195,9.42933739343752
"AKR1B10",1.08760118993732,3.97930259914513,0.889617714852303,7.31474297502073,6.08554311706154,4.55896730467953,3.57346531878425
"AKR1C3",1.00433332312816,9.93774896918353,0.907281362842578,7.8035217296578,7.62688316172951,6.17951409293099,7.17967708425863
"AKR7A2",1.06996924810359,11.103130746437,1.04644231395445,10.0349827681163,7.20854134122816,6.89941654010272,6.35356762814919
"AKR7A3",1.05213359050791,6.07521569206982,0.885436524574713,7.31474297502073,7.72342437131977,5.82195865716767,4.9946547378147
