"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Overlap_Number"
"1","CD14+_Monocytes","76/383",8.31999862875545e-60,6.98879884815457e-58,0,0,11.8467713651066,1611.5926433438,"CD86;FCN1;SPI1;NCF2;CLEC10A;CTSZ;PYGL;SQRDL;TCIRG1;IFI30;CTSS;HK2;LTB4R;PYCARD;GLIPR1;KYNU;CASP4;C3AR1;CASP1;LGALS9;CD33;GPSM3;CCR2;IL13RA1;SERPINB1;FCER1G;SLC11A1;RNASE6;CYBB;IRAK3;TNFRSF1B;LAT2;RAB32;MS4A6A;HCK;PLSCR1;SLC7A7;TYROBP;BTK;CD300C;PLCB2;LILRA6;CSF1R;IGSF6;RGS19;STXBP2;FPR1;WAS;CAPG;CD1D;AOAH;LILRA2;PLA2G7;AIF1;STX11;ALOX5;HMOX1;CD14;SLC15A3;CCR1;CD163;IL10RA;LY86;RAB27A;PILRA;LILRB2;LILRB3;CD4;MAFB;FCGR2A;TBXAS1;HPSE;TRIM38;CD68;CPVL;SIGLEC7",76
"2","CD33+_Myeloid","90/679",2.2557885337505e-55,9.47431184175209e-54,0,0,7.91330534367925,995.720769950742,"CD86;FCN1;CD84;ITGAM;NCF2;CTSZ;ITGB2;SLA;TNFAIP3;IRS2;PYGL;TCIRG1;CTSS;HK2;LTB4R;GLIPR1;ZFP36;CLEC5A;CASP1;LGALS9;CD33;CCR2;VENTX;IL13RA1;CAP1;SERPINB1;SYK;RIPK2;SLC11A1;IFNGR2;RNASET2;RNASE6;PLAUR;CYBB;IRAK3;FOS;TNFRSF1B;RAB32;MS4A6A;HCK;PLSCR1;SLC7A7;TYROBP;TFEC;TLR8;HCLS1;RBMS1;IRF5;CD300C;PLCB2;S100A8;PTGER4;LILRA6;CSF1R;PTAFR;FPR1;WAS;CAPG;CD1D;AOAH;LILRA2;AIF1;CSF2RA;STX11;FYB;NFIL3;ALOX5;MKNK1;S100A12;CD14;SLC15A3;CCR1;GIT2;CD163;IL10RB;CARD9;M6PR;RAB27A;PILRA;LILRB2;LILRB3;MAFB;PTPRC;STK17B;TBXAS1;REL;TRIM38;CPVL;SIGLEC7;MYD88",90
"3","WholeBlood","74/514",1.05598353793337e-47,2.95675390621344e-46,0,0,8.59515651315407,929.712524690522,"IFITM2;SPI1;CSF3R;NCF2;AQP9;NCF4;PTEN;SLA;PYGL;ARRB2;CTSS;ARHGDIB;CASP4;FLOT2;TRIM21;GPSM3;IL13RA1;CD53;CAP1;ACSL1;IL1R2;SLC11A1;IFNGR2;PLAUR;CYBB;VAV1;TNFRSF1A;APBB1IP;TLR1;HCK;TYROBP;ELF4;NINJ1;TLR8;LCP1;S100A9;S100A8;HIST1H2BC;IGSF6;SELPLG;BCL2A1;STXBP2;PTAFR;C5AR1;FPR1;LILRA2;AIF1;TANK;CSF2RA;FYB;NFIL3;ALOX5;ST8SIA4;S100A11;CCR1;LYN;MGAM;IL10RB;EMR2;KCNJ15;RAB27A;PILRA;NMI;LILRB2;ARPC5;PSMB9;SULT1B1;FCGR2A;VNN2;SELL;STK17B;MNDA;HPSE;TRIM38",74
"4","BDCA4+_DendriticCells","34/495",3.47369774219245e-12,7.29476525860414e-11,0,0,4.10070857832052,108.200482383028,"B4GALT3;SELPLG;TMED10;CLEC10A;RPN1;CTSZ;TNF;CSF2RA;PIK3CG;HLA-DMA;GNA15;HLA-DMB;RGS1;BLNK;MAN1A1;SEC61B;CCR5;CCR2;LYN;GIT2;ST14;SYK;RNASET2;RNASE6;M6PR;CYBA;LILRB4;VAMP8;CD4;ALOX5AP;HLA-DPB1;HLA-DRA;TLR7;HLA-DQB1",34
"5","Lung","20/299",1.75020456608675e-07,2.94034367102574e-06,0,0,3.9934108720611,62.1309358556296,"C1QB;MSR1;C1QA;BTG2;GRN;GADD45B;MVP;AIP;PCDH12;TNFRSF1A;THBD;ALOX5;SLAMF8;VSIG4;LTBR;CCL18;SLC15A3;FBP1;S100A10;HLA-DQB1",20
"6","CD19+_BCells(neg._sel.)","21/412",6.8963112522699e-06,9.65483575317785e-05,0,0,3.04303724097957,36.1650487898944,"GIT2;CSNK1G3;ST6GAL1;BTG1;SYK;CARD9;CD180;LY86;CXCR4;HLA-DMA;ADAM28;HLA-DMB;IFI16;INPP5D;BTK;REL;HLA-DRA;CD37;CD69;TRIM38;HLA-DQB1",21
"7","CD56+_NKCells","29/752",2.87773101449377e-05,0.000345327721739253,0,0,2.30231819625278,24.0728625263704,"PTGER4;ITGAM;GPR65;ITGB2;PLEK;SLA;AOAH;CST7;PIK3CG;IL18RAP;IFI16;INPP5D;RPS6KA1;RAC2;HMOX1;MAP3K8;PTPN18;CRBN;IL10RA;RAB27A;MSN;NKG7;PTPRC;BIN2;ELF4;MGAT4A;RBMS1;LCP2;SIGLEC7",29
"8","Placenta","15/405",0.00362314498976517,0.0380430223925343,0,0,2.21116639027087,12.4276679903013,"CSF1R;CEBPB;FLT4;EBI3;WNT5A;PROCR;THBD;SPINT1;GPNMB;COL4A1;MAN1C1;OLR1;RBMS1;HPSE;PLTP",15
"9","Bonemarrow","4/52",0.0111322835022109,0.103901312687302,0,0,4.59242250287026,20.6562845847181,"CEACAM1;S100A12;RNASE3;RNASE2",4
"10","Lymphnode","3/37",0.0237766702001925,0.199724029681617,0,0,4.84066155707947,18.0994776413738,"CHIT1;SLAMF8;CCL18",3
