"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Overlap_Number"
"1","Osteoclast differentiation_Homo sapiens_hsa04380","26/132",1.23100218116485e-20,3.606836390813e-18,0,0,11.7593848937132,539.095750457356,"LILRA6;CSF1R;SPI1;NCF2;NCF4;TREM2;LILRA2;TNF;PIK3CG;PLCG2;BLNK;SYK;IFNGR2;CYBB;CYBA;FOS;LILRB2;LILRB3;LILRB4;TGFBR1;TNFRSF1A;TYROBP;FCGR2A;BTK;LCP2;PPARG",26
"2","Staphylococcus aureus infection_Homo sapiens_hsa05150","17/56",2.32459207675628e-17,3.40552739244795e-15,0,0,18.1236673773987,694.143746415645,"C1QB;CFD;C1QA;ITGAM;SELPLG;ITGB2;C5AR1;PTAFR;FPR1;C3;HLA-DMA;HLA-DMB;FCGR2A;C3AR1;HLA-DPB1;HLA-DRA;HLA-DQB1",17
"3","Tuberculosis_Homo sapiens_hsa05152","26/178",3.00209162966869e-17,2.93204282497642e-15,0,0,8.72044273016938,331.76608098516,"CEBPB;ITGAM;ITGB2;TCIRG1;TNF;CTSS;C3;HLA-DMA;HLA-DMB;CD14;CD74;FCER1G;SYK;RIPK2;IL10RB;IFNGR2;IL10RA;CARD9;IL18;TNFRSF1A;TLR1;FCGR2A;HLA-DPB1;HLA-DRA;MYD88;HLA-DQB1",26
"4","Leishmaniasis_Homo sapiens_hsa05140","17/73",3.24182983568262e-15,2.37464035463752e-13,0,0,13.90308730321,463.843675180735,"ITGAM;NCF2;IFNGR2;ITGB2;NCF4;CYBA;FOS;TNF;C3;HLA-DMA;HLA-DMB;FCGR2A;HLA-DPB1;HLA-DRA;PTPN6;MYD88;HLA-DQB1",17
"5","Phagosome_Homo sapiens_hsa04145","22/154",1.41598920138708e-14,8.29769672012829e-13,0,0,8.52878464818763,271.968980237213,"MSR1;ITGAM;NCF2;NCF4;ITGB2;HLA-B;M6PR;CYBB;CYBA;TCIRG1;THBS1;CTSS;C3;HLA-DMA;HLA-DMB;FCGR2A;HLA-DPB1;HLA-DRA;OLR1;CD14;SEC61B;HLA-DQB1",22
"6","B cell receptor signaling pathway_Homo sapiens_hsa04662","13/73",2.26404011308363e-10,1.10560625522251e-08,0,0,10.6317726436312,236.117849663074,"LYN;IFITM1;SYK;FOS;LILRB3;PIK3CG;VAV1;INPP5D;BLNK;RAC2;BTK;PLCG2;PTPN6",13
"7","Complement and coagulation cascades_Homo sapiens_hsa04610","13/79",6.32887233522565e-10,2.64908513460159e-08,0,0,9.8242962403174,208.085754864709,"C1QB;CFD;C1QA;SERPINA1;ITGAM;ITGB2;C5AR1;PLAUR;C3;THBD;PROCR;C3AR1;VSIG4",13
"8","Cytokine-cytokine receptor interaction_Homo sapiens_hsa04060","22/265",7.9797229371611e-10,2.92257352573525e-08,0,0,4.95635032385244,103.830321431074,"CCR1;CSF1R;CSF3R;IL10RB;IL1R2;IFNGR2;IL10RA;FLT4;IL18;CXCR4;TNFRSF1B;ACVR1B;TNF;CSF2RA;TGFBR1;TNFRSF1A;IL18RAP;LTBR;CCR5;CCL18;CCR2;IL13RA1",22
"9","NF-kappa B signaling pathway_Homo sapiens_hsa04064","13/93",5.04317475575057e-09,1.64183355937213e-07,0,0,8.34536992457069,159.440212188829,"LYN;SYK;BCL2A1;GADD45B;TNFAIP3;TNF;TNFRSF1A;BLNK;BTK;PLCG2;CD14;LTBR;MYD88",13
"10","Antigen processing and presentation_Homo sapiens_hsa04612","12/77",5.55420057687929e-09,1.62738076902563e-07,0,0,9.30412870711378,176.859496815014,"CD74;HLA-DMA;CD4;HLA-DMB;HLA-B;HLA-DPB1;HLA-DRA;IFI30;TNF;B2M;CTSS;HLA-DQB1",12
"11","Systemic lupus erythematosus_Homo sapiens_hsa05322","15/135",8.41002664568554e-09,2.24012527925988e-07,0,0,6.6334991708126,123.342230146819,"CD86;HIST1H2AM;C1QB;C1QA;TNF;C3;HLA-DMA;HLA-DMB;FCGR2A;HLA-DPB1;HLA-DRA;HIST1H2BH;TRIM21;HIST1H2BC;HLA-DQB1",15
"12","Toxoplasmosis_Homo sapiens_hsa05145","14/118",1.13421444422855e-08,2.7693736013247e-07,0,0,7.08322792815583,129.585816509858,"IL10RB;IFNGR2;IL10RA;TNF;PIK3CG;TNFRSF1A;HLA-DMA;HLA-DMB;ALOX5;HLA-DPB1;HLA-DRA;CCR5;MYD88;HLA-DQB1",14
"13","Fc epsilon RI signaling pathway_Homo sapiens_hsa04664","11/68",1.61764587233061e-08,3.64592492763746e-07,0,0,9.657594381036,173.254431066595,"LYN;FCER1G;SYK;INPP5D;RAC2;BTK;PLCG2;LCP2;TNF;PIK3CG;VAV1",11
"14","Hematopoietic cell lineage_Homo sapiens_hsa04640","12/88",2.63259559358403e-08,5.50964649228657e-07,0,0,8.14111261872456,142.084481411668,"CSF1R;CD4;CSF3R;ITGAM;IL1R2;HLA-DRA;CD37;CD1D;CD14;TNF;CSF2RA;CD33",12
"15","Asthma_Homo sapiens_hsa05310","8/31",3.21391485597746e-08,6.27784701867598e-07,0,0,15.4068367838228,265.817097253257,"HLA-DMA;HLA-DMB;FCER1G;HLA-DPB1;HLA-DRA;RNASE3;TNF;HLA-DQB1",8
"16","Pertussis_Homo sapiens_hsa05133","11/75",4.65635121529362e-08,8.52694316300645e-07,0,0,8.75621890547264,147.826415632901,"PYCARD;C1QB;C3;C1QA;ITGAM;ITGB2;CASP1;FOS;CD14;TNF;MYD88",11
"17","Fc gamma R-mediated phagocytosis_Homo sapiens_hsa04666","12/93",4.95498728528383e-08,8.54006632110684e-07,0,0,7.70341839191141,129.573701625123,"LYN;HCK;PTPRC;FCGR2A;SYK;INPP5D;RAC2;WAS;PLCG2;ARPC5;PIK3CG;VAV1",12
"18","Natural killer cell mediated cytotoxicity_Homo sapiens_hsa04650","14/135",6.41706621789925e-08,1.04455577880249e-06,0,0,6.19126589275843,102.538010341806,"FCER1G;SYK;IFNGR2;ITGB2;HLA-B;TNF;PIK3CG;VAV1;TYROBP;PLCG2;RAC2;LCP2;CD48;PTPN6",14
"19","Transcriptional misregulation in cancer_Homo sapiens_hsa05202","16/180",6.56270064332731e-08,1.01203752026048e-06,0,0,5.30679933665008,87.7706323968462,"CD86;CSF1R;CEBPA;CDKN1A;CEBPB;SPI1;ITGAM;BCL2A1;IL1R2;RUNX2;LYL1;SPINT1;PAX8;REL;PPARG;CD14",16
"20","HTLV-I infection_Homo sapiens_hsa05166","19/258",7.99156388197895e-08,1.17076410870992e-06,0,0,4.39662154344556,71.8508830718323,"STAT5A;CDKN1A;SPI1;IL1R2;WNT5A;ITGB2;HLA-B;FOS;TNF;PIK3CG;TGFBR1;TNFRSF1A;HLA-DMA;ZFP36;HLA-DMB;HLA-DPB1;HLA-DRA;LTBR;HLA-DQB1",19
"21","Leukocyte transendothelial migration_Homo sapiens_hsa04670","13/118",9.28588816383347e-08,1.2956024914301e-06,0,0,6.5772830761447,106.500583695102,"ITGAM;NCF2;NCF4;ITGB2;CYBB;MSN;CXCR4;CYBA;PIK3CG;VAV1;MYL7;PLCG2;RAC2",13
"22","Amoebiasis_Homo sapiens_hsa05146","12/100",1.12518845480289e-07,1.4985464420784e-06,0,0,7.16417910447761,114.627905293975,"SERPINB1;GNA15;ITGAM;COL4A1;ARG1;IL1R2;ITGB2;CD1D;CD14;TNF;PLCB2;PIK3CG",12
"23","Cell adhesion molecules (CAMs)_Homo sapiens_hsa04514","14/142",1.2145126417579e-07,1.54718349580462e-06,0,0,5.88606264452386,93.7282063550212,"CD86;ITGAM;SELPLG;ITGB2;HLA-B;PDCD1LG2;HLA-DMA;CD4;PTPRC;HLA-DMB;SELL;HLA-DPB1;HLA-DRA;HLA-DQB1",14
"24","Chagas disease (American trypanosomiasis)_Homo sapiens_hsa05142","12/104",1.74411158937096e-07,2.12926956535704e-06,0,0,6.8886337543054,107.199887550774,"C3;C1QB;C1QA;GNA15;IFNGR2;FOS;TNF;PLCB2;MYD88;PIK3CG;TGFBR1;TNFRSF1A",12
"25","Allograft rejection_Homo sapiens_hsa05330","8/38",1.79897177130453e-07,2.10839491596891e-06,0,0,12.5687352710134,195.203524115494,"CD86;HLA-DMA;HLA-DMB;HLA-B;HLA-DPB1;HLA-DRA;TNF;HLA-DQB1",8
"26","Legionellosis_Homo sapiens_hsa05134","9/55",3.00960243014786e-07,3.3915904308974e-06,0,0,9.76933514246947,146.699146784649,"PYCARD;C3;ITGAM;ITGB2;CASP1;IL18;CD14;TNF;MYD88",9
"27","Rheumatoid arthritis_Homo sapiens_hsa05323","11/90",3.16312735063536e-07,3.43257893976355e-06,0,0,7.29684908789386,109.208543212729,"CD86;HLA-DMA;HLA-DMB;ITGB2;IL18;HLA-DPB1;HLA-DRA;TCIRG1;FOS;TNF;HLA-DQB1",11
"28","Graft-versus-host disease_Homo sapiens_hsa05332","8/41",3.3644701346046e-07,3.52067767656838e-06,0,0,11.6490717145977,173.62737722867,"CD86;HLA-DMA;HLA-DMB;HLA-B;HLA-DPB1;HLA-DRA;TNF;HLA-DQB1",8
"29","Type I diabetes mellitus_Homo sapiens_hsa04940","8/43",4.95943070240345e-07,5.01073515794556e-06,0,0,11.1072544255467,161.24184318834,"CD86;HLA-DMA;HLA-DMB;HLA-B;HLA-DPB1;HLA-DRA;TNF;HLA-DQB1",8
"30","Viral myocarditis_Homo sapiens_hsa05416","9/59",5.60797114330908e-07,5.47711848329853e-06,0,0,9.10700733620035,131.085413429618,"CD86;HLA-DMA;HLA-DMB;ITGB2;RAC2;HLA-B;HLA-DPB1;HLA-DRA;HLA-DQB1",9
"31","Platelet activation_Homo sapiens_hsa04611","12/122",1.00075932077799e-06,9.45878970928873e-06,0,0,5.87227795448985,81.1240608289178,"LYN;VAMP8;APBB1IP;FCER1G;FCGR2A;SYK;TBXAS1;BTK;PLCG2;LCP2;PLCB2;PIK3CG",12
"32","Pathways in cancer_Homo sapiens_hsa05200","22/397",1.06429797277268e-06,9.74497831319982e-06,0,0,3.30839505244558,45.5010028115893,"STAT5A;PTGER4;CSF1R;CEBPA;CDKN1A;SPI1;CSF3R;WNT5A;PTEN;CXCR4;FOS;CSF2RA;PIK3CG;TGFBR1;PAX8;GNG5;COL4A1;PLCG2;RAC2;FGF20;PPARG;PLCB2",22
"33","Intestinal immune network for IgA production_Homo sapiens_hsa04672","8/48",1.19993928963137e-06,1.06540064200603e-05,0,0,9.9502487562189,135.654125317652,"CD86;HLA-DMA;HLA-DMB;HLA-DPB1;CXCR4;HLA-DRA;LTBR;HLA-DQB1",8
"34","Inflammatory bowel disease (IBD)_Homo sapiens_hsa05321","9/65",1.30626211108402e-06,1.12569058396359e-05,0,0,8.26636050516647,111.99546970994,"HLA-DMA;IL18RAP;HLA-DMB;IFNGR2;IL18;HLA-DPB1;HLA-DRA;TNF;HLA-DQB1",9
"35","Influenza A_Homo sapiens_hsa05164","14/175",1.56723933301954e-06,1.31200321307064e-05,0,0,4.77611940298507,63.8385426769777,"IFNGR2;IL18;TNF;PIK3CG;TNFRSF1A;PYCARD;HLA-DMA;HLA-DMB;CASP1;HLA-DPB1;HLA-DRA;TLR7;MYD88;HLA-DQB1",14
"36","Toll-like receptor signaling pathway_Homo sapiens_hsa04620","11/106",1.6658431781407e-06,1.35581125332007e-05,0,0,6.19543790481555,82.4314112326663,"CD86;TLR1;TLR8;MAP3K8;IRF5;TLR7;CD14;FOS;TNF;MYD88;PIK3CG",11
"37","Epstein-Barr virus infection_Homo sapiens_hsa05169","15/202",1.70099968760795e-06,1.34700786072738e-05,0,0,4.4332791488104,58.8929854952086,"LYN;CDKN1A;SPI1;SYK;IL10RB;IL10RA;HLA-B;TNFAIP3;PIK3CG;PLCG2;HLA-DPB1;POLR1D;HLA-DRA;VIM;HLA-DQB1",15
"38","Herpes simplex infection_Homo sapiens_hsa05168","14/185",3.02433725590968e-06,2.33192319995141e-05,0,0,4.5179507866075,57.417816897835,"CD74;IFNGR2;HLA-B;PILRA;FOS;TNF;TNFRSF1A;C3;HLA-DMA;HLA-DMB;HLA-DPB1;HLA-DRA;MYD88;HLA-DQB1",14
"39","Chemokine signaling pathway_Homo sapiens_hsa04062","14/187",3.43058094410816e-06,2.5773338887787e-05,0,0,4.46963045733897,56.2403809259646,"LYN;CCR1;WAS;CXCR4;ARRB2;PIK3CG;VAV1;HCK;GNG5;RAC2;CCR5;CCL18;PLCB2;CCR2",14
"40","NOD-like receptor signaling pathway_Homo sapiens_hsa04621","8/57",4.60974247462357e-06,3.37663636266177e-05,0,0,8.37915684734224,102.957537071306,"PYCARD;CASP5;RIPK2;CARD9;CASP1;IL18;TNFAIP3;TNF",8
"41","Lysosome_Homo sapiens_hsa04142","11/123",7.17368841552814e-06,5.12656269695059e-05,0,0,5.33915786919063,63.242808753713,"CD63;NPC2;SLC11A1;CTSZ;M6PR;LAPTM5;TCIRG1;CD68;ARSB;CTSS;CTSC",11
"42","AGE-RAGE signaling pathway in diabetic complications_Homo sapiens_hsa04933","10/101",7.57974930355859e-06,5.28777749033968e-05,0,0,5.91103886508054,69.6913281056071,"STAT5A;THBD;COL4A1;PIM1;PLCG2;CYBB;TNF;PLCB2;PIK3CG;TGFBR1",10
"43","HIF-1 signaling pathway_Homo sapiens_hsa04066","10/103",9.0364927972731e-06,6.15742416186284e-05,0,0,5.79626141138965,67.319167794473,"CDKN1A;IFNGR2;MKNK1;PLCG2;CYBB;HMOX1;TIMP1;LTBR;HK2;PIK3CG",10
"44","Salmonella infection_Homo sapiens_hsa05132","9/86",1.38094587659081e-05,9.19584413275245e-05,0,0,6.24783061437001,69.9142041270106,"PYCARD;IFNGR2;CASP1;IL18;WAS;FOS;CD14;ARPC5;MYD88",9
"45","Autoimmune thyroid disease_Homo sapiens_hsa05320","7/53",2.76366666217987e-05,0.000179945407115267,0,0,7.88510278794706,82.7649340049499,"CD86;HLA-DMA;HLA-DMB;HLA-B;HLA-DPB1;HLA-DRA;HLA-DQB1",7
"46","Rap1 signaling pathway_Homo sapiens_hsa04015","13/211",6.00348103101866e-05,0.000382395639584449,0,0,3.67829100940794,35.7551440610666,"CSF1R;ITGAM;FLT4;ITGB2;FPR1;THBS1;PIK3CG;FYB;APBB1IP;RAC2;FGF20;LCP2;PLCB2",13
"47","T cell receptor signaling pathway_Homo sapiens_hsa04660","9/104",6.34052382103192e-05,0.000395270953098373,0,0,5.16647531572905,49.938964813365,"CD4;PTPRC;MAP3K8;LCP2;PTPN6;FOS;TNF;PIK3CG;VAV1",9
"48","Jak-STAT signaling pathway_Homo sapiens_hsa04630","11/158",7.44825169179093e-05,0.000454653697019738,0,0,4.15643302474967,39.5066720030137,"STAT5A;CDKN1A;CSF3R;IL10RB;IFNGR2;IL10RA;PIM1;PTPN6;CSF2RA;PIK3CG;IL13RA1",11
"49","Insulin resistance_Homo sapiens_hsa04931","9/109",9.14608428218047e-05,0.000546898509118138,0,0,4.92948103519102,45.8421999842418,"RPS6KA1;PTEN;NR1H3;IRS2;PYGL;PCK1;TNF;PIK3CG;TNFRSF1A",9
"50","MAPK signaling pathway_Homo sapiens_hsa04010","14/255",0.000108979309457247,0.000638618753419468,0,0,3.27772900204858,29.9071548641389,"GADD45B;IL1R2;FOS;ARRB2;TNF;TGFBR1;TNFRSF1A;MKNK1;RPS6KA1;RAC2;FGF20;MAP3K8;CD14;PTPN7",14
"51","PPAR signaling pathway_Homo sapiens_hsa03320","7/69",0.000153880090657916,0.000884056207113122,0,0,6.05667315595933,53.1735740744405,"ACSL1;OLR1;LPL;NR1H3;PPARG;PCK1;PLTP",7
"52","N-Glycan biosynthesis_Homo sapiens_hsa00510","6/49",0.000160952306845307,0.000906904344339903,0,0,7.31038684130368,63.8518608660808,"B4GALT3;ST6GAL1;MGAT4A;RPN1;MAN1C1;MAN1A1",6
"53","Proteoglycans in cancer_Homo sapiens_hsa05205","12/203",0.000169373856243339,0.000936349809043364,0,0,3.52915226821557,30.6450482846613,"CD63;CDKN1A;WNT5A;PLCG2;PLAUR;HCLS1;MSN;PTPN6;HPSE;TNF;THBS1;PIK3CG",12
"54","Viral carcinogenesis_Homo sapiens_hsa05203","12/205",0.000185558581016752,0.00100682711551682,0,0,3.49472151437932,30.027136250951,"C3;STAT5A;LYN;CDKN1A;SYK;HLA-B;REL;HIST1H2BH;LTBR;CCR5;PIK3CG;HIST1H2BC",12
"55","TNF signaling pathway_Homo sapiens_hsa04668","8/110",0.000530872275732493,0.00282810139617491,0,0,4.34192672998643,32.7424221481652,"CEBPB;TNFAIP3;MAP3K8;FOS;TNFRSF1B;TNF;PIK3CG;TNFRSF1A",8
"56","Apoptosis_Homo sapiens_hsa04210","9/140",0.000598093044038722,0.00312930824827403,0,0,3.83795309168443,28.4843829495563,"GADD45B;BCL2A1;CTSZ;FOS;TNF;CTSS;PIK3CG;CTSC;TNFRSF1A",9
"57","Carbohydrate digestion and absorption_Homo sapiens_hsa04973","5/45",0.000902435463875576,0.00463883492834287,0,0,6.6334991708126,46.503571333235,"MGAM;SLC2A5;PLCB2;HK2;PIK3CG",5
"58","Sphingolipid signaling pathway_Homo sapiens_hsa04071","8/120",0.000942905858060865,0.00476330028296264,0,0,3.98009950248756,27.7275387570129,"FCER1G;ADORA3;PTEN;RAC2;TNF;PLCB2;PIK3CG;TNFRSF1A",8
"59","Regulation of actin cytoskeleton_Homo sapiens_hsa04810","11/214",0.0010087321877882,0.00500946662749057,0,0,3.06876830799275,21.171619740179,"MYL7;ITGAM;ITGB2;RAC2;WAS;FGF20;MSN;CD14;ARPC5;VAV1;PIK3CG",11
"60","Adipocytokine signaling pathway_Homo sapiens_hsa04920","6/70",0.00112488027614682,0.00549316534851697,0,0,5.11727078891258,34.7466712333905,"ACSL1;IRS2;TNFRSF1B;PCK1;TNF;TNFRSF1A",6
"61","Malaria_Homo sapiens_hsa05144","5/49",0.00133376906703302,0.00640646453509303,0,0,6.09198903441974,40.3274228427851,"ITGB2;IL18;TNF;THBS1;MYD88",5
"62","Insulin signaling pathway_Homo sapiens_hsa04910","8/139",0.00240561065680282,0.0113684503619875,0,0,3.43605712444969,20.7192577989543,"MKNK1;FLOT2;IRS2;PYGL;PCK1;FBP1;HK2;PIK3CG",8
"63","Acute myeloid leukemia_Homo sapiens_hsa05221","5/57",0.00262688465645099,0.0122170984815895,0,0,5.2369730295889,31.1178668561895,"STAT5A;CEBPA;SPI1;PIM1;PIK3CG",5
"64","African trypanosomiasis_Homo sapiens_hsa05143","4/35",0.00268747933277279,0.0123036163203504,0,0,6.82302771855011,40.3865352712254,"IL18;TNF;PLCB2;MYD88",4
"65","Hepatitis B_Homo sapiens_hsa05161","8/146",0.00325691628196954,0.0146811764710319,0,0,3.27131465957882,18.7347354963806,"STAT5A;CDKN1A;PTEN;FOS;TNF;MYD88;PIK3CG;TGFBR1",8
