PSID Gene Module kTotal kWithin kOut kDiff rank
HSPD1 HSPD1 midnightblue 28.5640475826702 13.5340170587103 15.0300305239599 -1.49601346524955 1
DNAJB1 DNAJB1 midnightblue 24.671897581532 12.2134054739544 12.4584921075776 -0.245086633623217 2
STIP1 STIP1 midnightblue 35.4043660571007 12.0171975801536 23.387168476947 -11.3699708967934 3
ZFAND2A ZFAND2A midnightblue 29.2710596426122 11.7907253955892 17.480334247023 -5.6896088514338 4
DEDD2 DEDD2 midnightblue 31.3683201153889 11.7661876316016 19.6021324837872 -7.83594485218557 5
CACYBP CACYBP midnightblue 32.6337206218062 11.5767337385342 21.056986883272 -9.48025314473779 6
DNAJA4 DNAJA4 midnightblue 25.0940616748455 11.1373164272005 13.9567452476449 -2.81942882044444 7
HSPA4L HSPA4L midnightblue 28.3085557588313 11.0755476982151 17.2330080606162 -6.15746036240102 8
HSP90AB1 HSP90AB1 midnightblue 41.0244683986816 11.0197666324608 30.0047017662208 -18.98493513376 9
SERPINH1 SERPINH1 midnightblue 24.0139593843515 10.8390622337196 13.1748971506319 -2.33583491691229 10
HSPH1 HSPH1 midnightblue 22.8316582436711 10.6593065970412 12.1723516466299 -1.51304504958878 11
DNAJA1 DNAJA1 midnightblue 28.5153639726054 10.0850243813649 18.4303395912405 -8.34531520987555 12
TCP1 TCP1 midnightblue 42.2532569097608 9.84703621190229 32.4062206978585 -22.5591844859563 13
USPL1 USPL1 midnightblue 28.241901575299 9.72100459056885 18.5208969847302 -8.79989239416133 14
TRIM26 TRIM26 midnightblue 27.0292157961521 9.69308255514253 17.3361332410095 -7.64305068586701 15
HSP90AA1 HSP90AA1 midnightblue 29.5295475150663 9.68099382365339 19.8485536914129 -10.1675598677595 16
CCDC194 CCDC194 midnightblue 22.2125581449252 9.3703810931372 12.842177051788 -3.47179595865078 17
AHSA1 AHSA1 midnightblue 32.4491846112634 9.29915872063021 23.1500258906332 -13.850867170003 18
CCT6A CCT6A midnightblue 38.4626593887841 9.04708695579333 29.4155724329908 -20.3684854771974 19
NAA16 NAA16 midnightblue 23.5310956691164 9.00409305585717 14.5270026132593 -5.52290955740211 20
PTGES3 PTGES3 midnightblue 28.4204714532245 8.89920149943582 19.5212699537887 -10.6220684543529 21
PPP1R15A PPP1R15A midnightblue 24.7399077933273 8.78722106956814 15.9526867237592 -7.16546565419104 22
HSPA4 HSPA4 midnightblue 35.3377105067674 8.78554262692263 26.5521678798447 -17.7666252529221 23
GPBP1 GPBP1 midnightblue 29.4112005299458 8.62789843351216 20.7833020964336 -12.1554036629214 24
PARD6G-AS1 PARD6G-AS1 midnightblue 22.8163887842127 8.61686419313059 14.1995245910821 -5.58266039795151 25
ACTRT3 ACTRT3 midnightblue 21.132340094063 8.28347523843466 12.8488648556284 -4.56538961719372 26
DNAJB6 DNAJB6 midnightblue 26.0484435359359 8.11353366988937 17.9349098660466 -9.82137619615719 27
