PSID Gene Module kTotal kWithin kOut kDiff rank
SIX1 SIX1 tan 46.3600483935736 33.8012955632448 12.5587528303288 21.242542732916 1
FOXD2 FOXD2 tan 44.1084505894785 31.0938201164026 13.0146304730759 18.0791896433266 2
SIX2 SIX2 tan 42.9500026795131 30.190130234211 12.7598724453022 17.4302577889088 3
AP003385.4 AP003385.4 tan 42.099181985475 29.8491282983481 12.2500536871268 17.5990746112213 4
BMP5 BMP5 tan 42.0475691790563 29.8072334171283 12.240335761928 17.5668976552003 5
SPTLC3 SPTLC3 tan 41.1986543428558 29.3461307972675 11.8525235455883 17.4936072516791 6
SCARA5 SCARA5 tan 39.7829801101007 28.6456117492572 11.1373683608436 17.5082433884136 7
DSP DSP tan 40.3153516224185 26.7738081596677 13.5415434627508 13.2322646969169 8
STRA6 STRA6 tan 37.6107956880474 26.2946950924733 11.3161005955741 14.9785944968992 9
MRC2 MRC2 tan 37.2966075047458 25.6727781134397 11.6238293913061 14.0489487221336 10
AFAP1L1 AFAP1L1 tan 41.2238006652588 25.6448699035584 15.5789307617005 10.0659391418579 11
LINC01638 LINC01638 tan 36.6157922559911 25.5015960461317 11.1141962098594 14.3873998362722 12
KLK1 KLK1 tan 36.3931844201965 25.3947083881523 10.9984760320441 14.3962323561082 13
OLFML2A OLFML2A tan 42.3179894120097 25.2848864589659 17.0331029530438 8.25178350592207 14
GAS1 GAS1 tan 35.8738127491495 24.500059280387 11.3737534687625 13.1263058116245 15
MLPH MLPH tan 36.7104868004302 24.4122568838132 12.298229916617 12.1140269671961 16
PTGDR PTGDR tan 36.9662939803005 24.0612706288818 12.9050233514187 11.1562472774631 17
TSKU TSKU tan 36.0989684687463 23.7462464656523 12.3527220030941 11.3935244625582 18
WDR86-AS1 WDR86-AS1 tan 35.813429479652 23.6954454429802 12.1179840366718 11.5774614063083 19
IGF2 IGF2 tan 36.7136238737505 21.8689006246435 14.844723249107 7.02417737553645 20
LEPR LEPR tan 34.6697945995509 21.8305069254057 12.8392876741452 8.99121925126053 21
MFAP2 MFAP2 tan 34.8779627653518 21.6376354880102 13.2403272773416 8.39730821066858 22
SLC6A20 SLC6A20 tan 35.1504002927185 21.6073190283013 13.5430812644172 8.06423776388412 23
OSR1 OSR1 tan 34.4789584448527 21.2612733733957 13.217685071457 8.04358830193874 24
FOXC2 FOXC2 tan 35.3175021584301 21.0490371764608 14.2684649819693 6.7805721944915 25
FMOD FMOD tan 35.4281561982898 20.959372241234 14.4687839570558 6.49058828417822 26
PKP2 PKP2 tan 33.0930459731019 20.5621180174942 12.5309279556077 8.0311900618865 27
CRABP1 CRABP1 tan 31.7573046233097 20.549014175014 11.2082904482956 9.34072372671839 28
ASS1 ASS1 tan 36.4716706934915 20.404296804565 16.0673738889265 4.33692291563847 29
SLC22A6 SLC22A6 tan 36.1600768577782 20.3179989226757 15.8420779351025 4.47592098757325 30
SLC5A5 SLC5A5 tan 33.8967652796991 20.2903779633921 13.6063873163071 6.68399064708498 31
FAM91A1 FAM91A1 tan 32.211382642146 20.1834476667041 12.0279349754419 8.15551269126225 32
WNT16 WNT16 tan 31.6217203148086 20.1679219066613 11.4537984081473 8.71412349851401 33
THSD4 THSD4 tan 35.5240559059161 20.071312613709 15.4527432922071 4.6185693215019 34
GJB2 GJB2 tan 31.3007926417065 19.6236225039918 11.6771701377148 7.94645236627704 35
SLC22A8 SLC22A8 tan 36.7394682263172 19.2735329012766 17.4659353250406 1.80759757623602 36
CD177 CD177 tan 30.2121789187734 18.5567295229453 11.6554493958281 6.90128012711713 37
PHLDB2 PHLDB2 tan 30.7554476829517 18.4626032684681 12.2928444144836 6.16975885398443 38
DNASE1L3 DNASE1L3 tan 29.1664314300648 18.2195263874873 10.9469050425775 7.27262134490988 39
SLC47A1 SLC47A1 tan 30.8602528384096 18.1260038714978 12.7342489669118 5.39175490458598 40
CYP3A5 CYP3A5 tan 31.0925836798787 17.8229702334141 13.2696134464646 4.5533567869496 41
LRRN4CL LRRN4CL tan 28.8520957552737 17.777062295184 11.0750334600898 6.70202883509421 42
ANXA2 ANXA2 tan 31.7675163750223 17.426799815357 14.3407165596652 3.0860832556918 43
ANPEP ANPEP tan 33.5456220448568 17.4164424773297 16.1291795675271 1.28726290980253 44
PCOLCE PCOLCE tan 31.2889193055582 17.1456087150282 14.1433105905299 3.0022981244983 45
LINC01139 LINC01139 tan 31.1026688560917 17.1072165524869 13.9954523036048 3.11176424888214 46
ENPP6 ENPP6 tan 34.6895202605486 16.877076198224 17.8124440623246 -0.935367864100549 47
KANK2 KANK2 tan 35.2796292497458 16.8296790503655 18.4499501993802 -1.6202711490147 48
B4GALT1 B4GALT1 tan 31.6677856796899 16.5981400050449 15.069645674645 1.52849433039984 49
LINC01564 LINC01564 tan 27.39473083497 16.3142812580675 11.0804495769025 5.233831681165 50
COL1A2 COL1A2 tan 30.8719356101342 16.209421076031 14.6625145341031 1.54690654192794 51
FOXC1 FOXC1 tan 36.4662066390939 16.1435296791013 20.3226769599927 -4.17914728089139 52
KLHDC7A KLHDC7A tan 27.3402982651332 15.877784671375 11.4625135937582 4.41527107761683 53
CRABP2 CRABP2 tan 27.6939906499337 15.8641091290227 11.829881520911 4.03422760811173 54
SLPI SLPI tan 26.6231788343236 15.8189937889236 10.8041850454 5.01480874352352 55
DCN DCN tan 31.4780807927322 15.7251964482268 15.7528843445054 -0.0276878962785787 56
TP53I11 TP53I11 tan 30.2097969352371 15.634721064811 14.5750758704262 1.05964519438479 57
TNFRSF11B TNFRSF11B tan 25.8683517252755 15.2346149601401 10.6337367651354 4.60087819500468 58
FOXD2-AS1 FOXD2-AS1 tan 29.471347066511 15.1185705354532 14.3527765310579 0.76579400439531 59
COL2A1 COL2A1 tan 25.7510987830231 15.0149703072311 10.736128475792 4.27884183143915 60
NOV NOV tan 27.1768154636496 14.8296592017537 12.3471562618959 2.48250293985784 61
KRT18 KRT18 tan 28.1991982377175 14.7157950659759 13.4834031717416 1.23239189423426 62
FRZB FRZB tan 29.4761796305361 14.5614776334827 14.9147019970534 -0.353224363570753 63
TBX18 TBX18 tan 33.079901253983 14.2753445923383 18.8045566616447 -4.52921206930637 64
AC010768.4 AC010768.4 tan 26.2459924576111 13.9089682902777 12.3370241673334 1.57194412294432 65
CPXM2 CPXM2 tan 26.7098286643864 13.8284653338855 12.8813633305009 0.947102003384579 66
SLC22A3 SLC22A3 tan 31.7604523766851 13.7860252803474 17.9744270963378 -4.18840181599042 67
UPK1B UPK1B tan 24.3338727352638 13.6213906991254 10.7124820361384 2.90890866298706 68
CDH1 CDH1 tan 24.9803436924087 13.4973822367019 11.4829614557068 2.01442078099515 69
APOD APOD tan 26.3237932558241 13.206574530412 13.1172187254121 0.0893558049999221 70
SLC26A2 SLC26A2 tan 24.159969333955 13.0281587989352 11.1318105350199 1.89634826391534 71
SLC13A4 SLC13A4 tan 25.6743771458288 12.9652481680475 12.7091289777813 0.256119190266254 72
