PSID Gene Module kTotal kWithin kOut kDiff rank
SNORA75B SNORA75B darkred 29.1908990668295 7.59267353938539 21.5982255274441 -14.0055519880587 1
AP003721.2 AP003721.2 darkred 25.4886774768434 5.69505457155643 19.793622905287 -14.0985683337306 2
RNU4-58P RNU4-58P darkred 21.4056413009439 5.32435587171085 16.0812854292331 -10.7569295575222 3
MTCYBP45 MTCYBP45 darkred 25.9654839771951 5.32360107486217 20.6418829023329 -15.3182818274707 4
AL627230.6 AL627230.6 darkred 25.5786083834511 5.20391270666793 20.3746956767831 -15.1707829701152 5
RNA5SP103 RNA5SP103 darkred 23.198207333424 5.18463397192891 18.0135733614951 -12.8289393895662 6
AC009518.3 AC009518.3 darkred 29.6135221666397 5.04664518855142 24.5668769780883 -19.5202317895368 7
RN7SL649P RN7SL649P darkred 23.0584832923716 4.99910407030856 18.0593792220631 -13.0602751517545 8
VDAC1P12 VDAC1P12 darkred 19.2394845384872 4.9515823065476 14.2879022319396 -9.33631992539203 9
IGKV1OR2-118 IGKV1OR2-118 darkred 20.4292333776745 4.8918189613797 15.5374144162948 -10.6455954549151 10
OR7E10P OR7E10P darkred 24.7323991445215 4.763859920449 19.9685392240725 -15.2046793036235 11
RN7SL709P RN7SL709P darkred 20.3788192026308 4.69087279913396 15.6879464034969 -10.9970736043629 12
CALM2P1 CALM2P1 darkred 24.6678306417081 4.45810723215609 20.209723409552 -15.7516161773959 13
AC092436.3 AC092436.3 darkred 24.3200366350609 4.45004272191408 19.8699939131468 -15.4199511912327 14
MIR888 MIR888 darkred 20.0688833518427 4.43635871493319 15.6325246369095 -11.1961659219763 15
TRAJ26 TRAJ26 darkred 18.6736195832663 4.18943769894822 14.4841818843181 -10.2947441853698 16
LINC00397 LINC00397 darkred 20.9227584569254 4.04386608601149 16.8788923709139 -12.8350262849024 17
AL445647.1 AL445647.1 darkred 19.8732160826409 4.00853754960344 15.8646785330375 -11.856140983434 18
RN7SL218P RN7SL218P darkred 21.8495644349818 3.80211758842074 18.047446846561 -14.2453292581403 19
AL356498.1 AL356498.1 darkred 29.9992229094297 3.76315612994027 26.2360667794894 -22.4729106495491 20
LINC02366 LINC02366 darkred 22.0574144703816 3.75856748403729 18.2988469863443 -14.540279502307 21
MRPS5P3 MRPS5P3 darkred 18.8169003403048 3.69426962220068 15.1226307181041 -11.4283610959034 22
RN7SL93P RN7SL93P darkred 25.4181530729958 3.5509897983165 21.8671632746793 -18.3161734763628 23
GAPDHP34 GAPDHP34 darkred 19.2949076441441 3.53972638912556 15.7551812550186 -12.215454865893 24
AL391261.3 AL391261.3 darkred 20.9279472951634 3.17068091537847 17.7572663797849 -14.5865854644064 25
