"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Contrast","FC"
"Lhx5",6.77949003465503,0.521167590456235,48.1551504848297,5.34595009006398e-29,1.18268453842485e-24,49.4315292455303,"neuronBYo",109.857536443588
"Trp73",5.9052005643032,0.44071626253222,43.0756483333331,1.2553735404082e-27,1.20454494436341e-23,47.5910121350127,"neuronBYo",59.9297547260497
"Nhlh2",8.9363669566448,0.737415293115143,42.6763606101115,1.63342893508576e-27,1.20454494436341e-23,47.4295886327209,"neuronBYo",489.907971621084
"Reln",7.61772770614191,0.64735749412483,35.715554204073,2.46700894604549e-25,1.36444097283411e-21,44.128979231807,"neuronBYo",196.410426340684
"Gm31579",4.87127569642651,0.344840566601937,35.2832633544844,3.47261343578099e-25,1.53649254079566e-21,43.8891354199409,"neuronBYo",29.2684754826129
"Lhx1os",4.90749312243226,0.366121114818236,34.7888193859522,5.15987390136422e-25,1.90253150533134e-21,43.6090583506737,"neuronBYo",30.0125318097817
"5330417C22Rik",5.14409272465635,0.510285899849513,32.3689247513359,3.88583362834078e-24,1.22808996228262e-20,42.1439888001306,"neuronBYo",35.3611361656404
"Dlx5",6.00429110411599,0.501646600679602,32.1391907611984,4.74176995251919e-24,1.31127720824478e-20,41.9962557089522,"neuronBYo",64.1906428503727
"Slc17a6",6.10519831959813,0.545082621324757,31.6933897485502,7.00476269524036e-24,1.7218485011867e-20,41.7050383413178,"neuronBYo",68.841103558476
"Scube3",5.4472311087746,0.546362148300919,31.347384355672,9.51645656946828e-24,2.10532568686347e-20,41.4747979879908,"neuronBYo",43.6294719829011
"Gm27199",4.86831058974238,0.400132374594555,30.8518400393684,1.48426432045329e-23,2.98512541467165e-20,41.1384707756643,"neuronBYo",29.2083830659202
"Kcnk9",5.39217085881387,0.592095305039887,30.4711231090114,2.0980440228022e-23,3.86791899303776e-20,40.8746834735322,"neuronBYo",41.9957334199659
"Mir679",3.7866249677959,0.252441664519727,29.9006126201731,3.55132869573355e-23,6.04354190274718e-20,40.4703609174541,"neuronBYo",13.8002736305268
"Barhl2",4.77867612869308,0.396255687260633,29.2197866582778,6.73893067473161e-23,1.06489545226491e-19,39.9731988492062,"neuronBYo",27.4488942664707
"Dlx1as",4.02607248431249,0.312208410944624,28.8970130494404,9.17515654505213e-23,1.2798341028341e-19,39.7317428312183,"neuronBYo",16.2917817122045
"Gm27379",3.6929111330211,0.24619407553474,28.8878714541659,9.25613417951704e-23,1.2798341028341e-19,39.7248492662902,"neuronBYo",12.9323372715894
"Pnoc",4.32698866177477,0.392903517052233,28.6878289088299,1.12259083528017e-22,1.4608868852296e-19,39.5732320659385,"neuronBYo",20.0702775382237
