"","logFC","logCPM","LR","PValue","adj.P.Val","Contrast","FC"
"Rab3il1",6.26307396546443,5.17801068547474,215.33177817856,9.43388356538153e-49,2.08705806116936e-44,"microgliaBYo",76.8021059345194
"Gpr84",6.91047571811098,5.73558262269738,203.621132481267,3.3857449337039e-46,3.74514175841657e-42,"microgliaBYo",120.298572932386
"Ccl12",7.80482659105315,7.24900521321983,202.112874377838,7.22382506484458e-46,5.32708939698522e-42,"microgliaBYo",223.60778254838
"Crybb1",6.89028899796307,5.8814429964292,198.235003259836,5.0699307952805e-45,2.80405197459976e-41,"microgliaBYo",118.627032686591
"Fam167b",6.09336827186308,4.97736329620317,185.908639309291,2.48563140474832e-42,1.09979247134494e-38,"microgliaBYo",68.2789170761174
"Tnfrsf17",5.41341010351607,3.33133871277126,184.373046406106,5.3785920904525e-42,1.98317654695134e-38,"microgliaBYo",42.6185647443702
"Slc2a5",7.89010682267545,5.79351582961432,175.621008259509,4.38122720893091e-40,1.38465556490255e-36,"microgliaBYo",237.224108176695
"Ctsd",5.01436413694173,8.52692960287192,172.312200732624,2.31301390715803e-39,6.39635083350713e-36,"microgliaBYo",32.3201981276747
"mt-Tl1",11.9289409317769,7.80167447689999,168.976927773139,1.23771178153012e-38,3.04243308253231e-35,"microgliaBYo",3899.14186748033
"Lag3",6.81695311980199,6.35764937619305,167.918443156747,2.10773158772194e-38,4.66293459151724e-35,"microgliaBYo",112.7476161088
"Capn3",5.08995124386079,3.31896829016778,164.688627283018,1.06986515536973e-37,2.15169334838587e-34,"microgliaBYo",34.058694799322
"Cd83",6.23617810469034,7.78063213486789,162.165683653664,3.80620164020105e-37,7.01704990718065e-34,"microgliaBYo",75.3835642690231
"Spint1",6.61250163460106,4.07139686858868,161.710096713001,4.7865745501268e-37,8.14564529018886e-34,"microgliaBYo",97.8501145461803
"Tmem52",6.09347610845233,4.38507170435142,160.155948403618,1.04610575095852e-36,1.65307125203252e-33,"microgliaBYo",68.2840208856624
"Rrad",3.91690958785946,5.51972872158438,153.458863376127,3.04081458761368e-35,4.48479607478516e-32,"microgliaBYo",15.1045320920247
"Asb2",5.25465779602919,2.47441245375209,148.582821482911,3.53777926643395e-34,4.8916431694574e-31,"microgliaBYo",38.1776870427116
"Serpinb10",-8.73899959629999,5.45181644048708,146.898725791427,8.2579133761519e-34,1.07464598600358e-30,"microgliaBYo",0.00234044796221585
"Slc37a2",4.21699588556319,4.07566882315803,146.586034049386,9.66556146661161e-34,1.18795120181027e-30,"microgliaBYo",18.5969726833168
"Asb10",5.71514469621534,2.2565531346989,143.422120978147,4.75266382362552e-33,5.53385167210881e-30,"microgliaBYo",52.5327315106125
"Olfml3",8.42466950973698,7.55624913631269,142.981867135482,5.93192399020083e-33,6.56159772176064e-30,"microgliaBYo",343.619835814865
"Myadml2",4.68165153406168,3.72431341424596,142.024398856721,9.60608402713492e-33,1.01197808063003e-29,"microgliaBYo",25.6635978358212
"Ms4a8a",-9.3387978788254,5.70938155688756,140.956895184568,1.64424979244191e-32,1.6534426435542e-29,"microgliaBYo",0.00154433571421643
"Gm10790",5.74319055268049,3.31727533311404,140.063776842604,2.57790698849977e-32,2.47961027419914e-29,"microgliaBYo",53.5639538479748
"mt-Tr",9.66119420374639,5.48359033165928,139.820457188355,2.91390762788239e-32,2.68601576881842e-29,"microgliaBYo",809.672239487782
"Slco4a1",4.97144589470946,3.57856355095565,138.79526696869,4.88279935433359e-32,4.32088680463688e-29,"microgliaBYo",31.3728762282359
"Hspb3",7.06358420918421,5.13578216219373,136.726174927194,1.38414721480092e-31,1.17774957050157e-28,"microgliaBYo",133.767534900632
"Gm13889",6.2599078378313,8.6229669113636,135.798387244763,2.20854574459832e-31,1.80961694473143e-28,"microgliaBYo",76.6337414266025
"Slamf9",3.93575535180274,5.58640442740022,134.955683764969,3.37621100270096e-31,2.66756842902691e-28,"microgliaBYo",15.3031352464746
"Zfp691",3.20073367190138,4.4349429982245,134.502925140445,4.24095965686731e-31,3.23526725823709e-28,"microgliaBYo",9.19426132493844
"Tmem119",7.77143050593519,9.63881071025007,133.432116755907,7.27273744560522e-31,5.36315901697081e-28,"microgliaBYo",218.491069993726
"Ntpcr",2.86692972566731,4.7239721160737,133.083961878064,8.66678246304425e-31,6.18500736870735e-28,"microgliaBYo",7.29510996737347
"Cryba4",4.98777371503572,4.23293531120593,130.337635846238,3.45681923858364e-30,2.38985037547456e-27,"microgliaBYo",31.7299581879125
"Rnase4",5.99597129380659,7.38213625872489,128.877874953285,7.21222213089464e-30,4.71069736959483e-27,"microgliaBYo",63.8215301775327
"Trem2",5.85951648293186,7.7116445750931,128.870329453816,7.23969220115827e-30,4.71069736959483e-27,"microgliaBYo",58.061763366588
"mt-Tl2",9.50273175923119,5.38734629313157,128.65352243114,8.07531193665534e-30,5.10428931356075e-27,"microgliaBYo",725.449691369592
"Upk1b",6.34029234739506,3.21246918311214,127.955066491532,1.14813098579675e-29,7.05558383299488e-27,"microgliaBYo",81.0248392056477
"Npl",3.90318240286582,3.03704263068687,127.299295878221,1.59767751593371e-29,9.55281613108145e-27,"microgliaBYo",14.9614946566219
"Rtn4rl1",4.66387112674433,2.85363187120375,124.524000387093,6.46919392793287e-29,3.76626255967524e-26,"microgliaBYo",25.3492494473119
"Fcrls",7.73046637847396,8.27044900226152,123.682581455294,9.88579061421606e-29,5.60777809636672e-26,"microgliaBYo",212.374446691761
"Pilrb2",-7.50815617377943,6.17250776867821,123.56728323158,1.04772539115066e-28,5.79470720710649e-26,"microgliaBYo",0.00549312876601311
"Hexb",5.88825678710057,8.93302095946083,120.669788531081,4.51337886463349e-28,2.43535318590943e-25,"microgliaBYo",59.2300248826971
"Lpcat2",3.71069042418749,5.48263952555491,120.515417817058,4.8786145434405e-28,2.56975213201272e-25,"microgliaBYo",13.0926971520787
"Lefty1",4.35681180780861,4.14368592550124,119.563472454794,7.88321362893931e-28,4.01959420654014e-25,"microgliaBYo",20.4894848584113
"F10",-7.6297337835069,5.37208094659008,119.53566699275,7.99449193544123e-28,4.01959420654014e-25,"microgliaBYo",0.00504918487072497
"Lgmn",3.88080369004045,8.00903054763799,119.374119107158,8.67280313306937e-28,4.26374274917541e-25,"microgliaBYo",14.7312065186565
"Ptgir",-7.97080251603665,5.82021149104148,118.453521235416,1.37949053214004e-27,6.63444979185523e-25,"microgliaBYo",0.0039861106784094
"Ch25h",5.35555460582577,4.04103337892737,118.341216403912,1.45984934964406e-27,6.7625332957743e-25,"microgliaBYo",40.9432751316103
"Gpr157",4.92817759223709,3.17378982135769,118.331174983653,1.46725850109464e-27,6.7625332957743e-25,"microgliaBYo",30.4459324318998
"Lyz1",-8.59156322636417,8.03409936675224,116.361149168264,3.96166956279474e-27,1.78865338240221e-24,"microgliaBYo",0.00259227910482927
"Mymk",4.83442707531447,2.35218049035987,115.874879372569,5.06249629829976e-27,2.23734175322797e-24,"microgliaBYo",28.530380354552
"Pilrb1",-7.54171518634724,5.85115911331388,115.837919931942,5.15772858177581e-27,2.23734175322797e-24,"microgliaBYo",0.00536682593912326
"Lair1",3.23109157011621,4.92330517679329,113.377412257228,1.78375423195216e-26,7.58884516797646e-24,"microgliaBYo",9.3897813914841
"Hspa1a",4.00218883092307,6.99085429287308,111.014563378449,5.87376148396195e-26,2.45179670395642e-23,"microgliaBYo",16.0242933357745
"Ccl4",7.28279540116917,10.0729618207484,109.951186885382,1.0043367795549e-25,4.11461899520242e-23,"microgliaBYo",155.718376810134
"Cybb",-6.11099310914322,6.86078514524383,107.314125801662,3.79916842171898e-25,1.52816369079434e-22,"microgliaBYo",0.0144679757063446
"Nfe2",-6.0866169338376,6.21037701551043,104.985046149768,1.23061064931053e-24,4.86157132048156e-22,"microgliaBYo",0.0147145075039423
"Parvg",4.83699237773947,5.30306687222275,103.926522288294,2.09959959990785e-24,8.14902490329148e-22,"microgliaBYo",28.5811562706832
"Xdh",-6.41040717210363,4.42777290122541,103.498913994582,2.60536908933396e-24,9.93768626954053e-22,"microgliaBYo",0.0117564217286781
"F5",-7.7752460622945,5.2940058919084,103.310483049756,2.86533172758403e-24,1.07440226795494e-21,"microgliaBYo",0.00456475750768784
"Rhoh",4.13856948315923,4.12735429786128,103.218798200602,3.00105014817741e-24,1.10653720713548e-21,"microgliaBYo",17.6130088602763
"Rnase10",5.10006141338403,2.62882082129856,103.184589073279,3.05331996912833e-24,1.10735406027911e-21,"microgliaBYo",34.2982107939523
"Rhob",3.94169632299014,11.2086680720237,102.766564580938,3.77059892474641e-24,1.34543483890588e-21,"microgliaBYo",15.3662829899099
"Fam46c",3.93203982239129,4.09431637691862,102.704617128436,3.89036688609921e-24,1.36613629557417e-21,"microgliaBYo",15.2637741255185
"mt-Th",9.96335100447087,6.17579396615026,102.629922703881,4.03985049872904e-24,1.39646269661535e-21,"microgliaBYo",998.314800242343
"Gm36161",-8.44851019318639,4.89869903720037,102.266063993875,4.85437216694392e-24,1.65220423768154e-21,"microgliaBYo",0.00286249682194742
"Pla2g15",4.372820885964,6.80843620201641,102.087383293473,5.31258303868643e-24,1.78076173583121e-21,"microgliaBYo",20.7181156184409
"4930455G09Rik",-6.88990255746891,4.49806656410775,101.812865332726,6.10225440975527e-24,2.01492797473158e-21,"microgliaBYo",0.00843204009544253
"Serpinf1",5.39777017720532,4.35761194014505,101.756711267169,6.27771453334255e-24,2.0423805679579e-21,"microgliaBYo",42.1590419420581
"Aif1",4.32622110644361,6.9403609393671,100.240796299926,1.34950976291156e-23,4.32684122969455e-21,"microgliaBYo",20.0596024122633
"Klra2",-7.01721296783969,4.14749291120021,100.113057928533,1.43941387743349e-23,4.54916474435157e-21,"microgliaBYo",0.00771984198015513
"Gm21188",-8.47228611960874,5.16234159905451,99.2765086505044,2.19597465535129e-23,6.84247145075162e-21,"microgliaBYo",0.00281570885186642
"Cx3cr1",5.20642174286264,5.53907559233795,98.9421406629539,2.59987769023359e-23,7.98848529736635e-21,"microgliaBYo",36.9223312849751
"Gda",-7.17896354241925,4.71007260485898,98.453116209623,3.32811536627309e-23,1.00860131846657e-20,"microgliaBYo",0.00690107323085473
"Il21r",4.3570726631908,3.68969082827584,98.1098948522574,3.95796154852195e-23,1.18327004510745e-20,"microgliaBYo",20.4931899211447
"Havcr2",4.1935284139512,5.21190569220218,98.0534534052762,4.07239791364773e-23,1.20124878724838e-20,"microgliaBYo",18.2969137251985
"Fabp4",-11.1725128035888,8.94904840979895,97.0422717660416,6.78629178776985e-23,1.975435963432e-20,"microgliaBYo",0.000433249947919494
"Tmem206",2.52732018499756,4.56577266175031,96.9536480337232,7.09694489825012e-23,2.03903522057127e-20,"microgliaBYo",5.76499831017656
"Padi4",-7.51611717813895,4.13117318005231,96.9262062913331,7.19599072034361e-23,2.04098593213028e-20,"microgliaBYo",0.00546290034914243
"Galnt12",3.81437264631215,2.67796886946053,96.7538782925312,7.85036705213126e-23,2.19840088980127e-20,"microgliaBYo",14.0682663207973
"Liph",4.90547348379671,2.22738413992525,96.3854506628628,9.45594908479807e-23,2.61492452003735e-20,"microgliaBYo",29.9705464562842
"Pi16",-7.29471735825452,5.46778966267244,95.7156648341088,1.32626862818365e-22,3.62235072361814e-20,"microgliaBYo",0.00636900024034756
"Rgs18",-6.26408773695749,4.29857049768589,94.3704919647585,2.61663990361219e-22,7.05950299848931e-20,"microgliaBYo",0.0130113301167894
"Blnk",4.24649335552296,3.80674872396411,93.4894630920884,4.08368749569202e-22,1.0884749212915e-19,"microgliaBYo",18.9811218169264
"Pdlim1",-6.82652394197892,3.59832295211135,93.0896953795909,4.9977269768023e-22,1.31624659414044e-19,"microgliaBYo",0.00881072258729986
"Ccl3",6.30583559924648,10.0966107013179,92.1838000450668,7.89887333017735e-22,2.05584440804134e-19,"microgliaBYo",79.1126009943546
