"","myeoligoBYo","AveExpr","F","P.Value","adj.P.Val"
"Ddx21",-2.23814127032602,4.27535855571251,35.8465057555601,1.65013797860455e-06,0.000745020459197317
"Hapln2",6.44005921758655,1.11551978228281,35.7492166971753,1.6873737848287e-06,0.000746595404835307
"Map3k3",-1.77194433982447,3.0046722754917,35.5790072385019,1.75469872565501e-06,0.000761160782503252
"D7Ertd443e",1.16810495297779,0.285983964447425,35.3708167457023,1.84097931723241e-06,0.000783230489137164
"Ndrg1",4.5704684874779,1.62022622692888,35.0323860416298,1.99107175792574e-06,0.000816836275351751
"Gm8396",-1.62145873162326,0.911574563488154,35.0264584524435,1.99381453098561e-06,0.000816836275351751
"Abl2",-1.93521883024652,2.0941164417899,34.8552766568064,2.07479300178922e-06,0.000820550319435211
"Gm5900",-1.57659541355497,3.75288469700409,34.8505860300016,2.07706088181403e-06,0.000820550319435211
"Hps3",-1.41903927715309,2.47211198320196,34.6732723513344,2.16476651580918e-06,0.000840195256653447
"Zdhhc5",-1.70722727053641,3.4661329701535,34.3417919112138,2.33954014663726e-06,0.000892373218345796
"Gabpb1",-2.16346136742646,2.52150874502981,34.2546748690424,2.38793758173032e-06,0.000895395646112201
"Ppp1r14a",6.91576723628666,1.57045826060199,34.153430699764,2.44553317578159e-06,0.000901708840796933
"Rpl12",-2.56280955805757,6.27030188053522,33.7557785790209,2.68655437622256e-06,0.000974338401068389
"Gng13",2.84515052643911,0.789482694396736,33.2279050654572,3.04653321403211e-06,0.00108707184345213
"Bach1",-2.63980847578279,4.40973908347878,33.1471127624535,3.10603907112494e-06,0.00109071273603964
"Cd302",-2.1407873710916,3.77391171182452,32.7600425333834,3.40890427096977e-06,0.00117836233104163
"G3bp1",-2.01948930756317,4.48597751116539,32.5316926438034,3.60228310333518e-06,0.00122605090915514
"Rel",-2.73275973477057,3.46927561960508,32.2352818511579,3.8709950036549e-06,0.00129754579493723
"Irf9",-2.40013417447987,5.29525774677021,31.9127423255238,4.18795841376428e-06,0.00138283886548817
"Tap2",-3.07992494193779,4.1945757813498,31.7337986787989,4.37569622834567e-06,0.00140865760581033
"Ints11",-1.40422250330158,2.95452501484381,31.7172582906329,4.39349883835432e-06,0.00140865760581033
"Rab35",-1.71183829629863,4.47338097185355,31.2547058842093,4.92411378746929e-06,0.00152348930557438
"Mta2",-1.94674412515996,6.62472161530137,31.2384260070923,4.94399651521554e-06,0.00152348930557438
"Gga2",-2.37364127781004,2.16075519307302,31.226803358218,4.95824390911517e-06,0.00152348930557438
"Ckap4",-3.47649853173209,5.27375378220072,31.1136112116829,5.09931924296505e-06,0.00153409140921463
"Lrwd1",-2.11630332888618,3.72473855469706,31.0883104980036,5.13143625556581e-06,0.00153409140921463
"Gm21168",3.63766917868815,0.622209925007575,30.8553741692043,5.43751014561863e-06,0.00160392049268695
"Mex3a",-3.89836863367271,2.20954277737581,30.716696015557,5.62896659374936e-06,0.00162230790982271
"Emg1",-1.59788458917601,4.52899975848548,30.7033732574768,5.64773609742871e-06,0.00162230790982271
"Zbtb34",-1.70125562091033,2.768378662406,30.6423437115793,5.73457689702042e-06,0.00162230790982271
"Dusp6",-4.90238053308265,7.9738260738179,30.4671951905545,5.99183511006947e-06,0.00162230790982271
"Plekhg2",-2.90807575876587,2.95808984323046,30.447859561551,6.02098362570713e-06,0.00162230790982271
"Ets2",-3.97633660128738,4.0146554114028,30.369603186128,6.14051513414978e-06,0.00162230790982271
"St3gal2",-2.1891561613805,3.04934142412942,30.351998510368,6.16775361508208e-06,0.00162230790982271
"Gm33594",3.61306666294651,0.545867719495237,30.3056211202423,6.24013123406381e-06,0.00162230790982271
"Ldb3",1.56372749345632,0.397146855025142,30.2861206949445,6.27083511067907e-06,0.00162230790982271
"Sumf1",-1.38259272300943,2.65602052115711,30.2713712072709,6.29416594290368e-06,0.00162230790982271
"Smtnl2",2.62000134065296,0.707262855138176,30.2510734382561,6.32642514088522e-06,0.00162230790982271
"Pank4",-2.25432733563837,3.90451956819768,30.2177183405919,6.37982136937015e-06,0.00162230790982271
"Bahd1",-1.7437167555084,2.72408802864185,30.0239739435755,6.69967068089183e-06,0.00166055185381189
"Tyms-ps",-2.69192145515456,1.23276850715537,30.0018836012026,6.73721529321975e-06,0.00166055185381189
"Utp15",-2.09363982125915,3.66691788894943,29.9912327403944,6.75539785938028e-06,0.00166055185381189
"Gm48395",1.31800978359923,0.198940918893061,29.8590511877757,6.98547523571812e-06,0.00166459649742864
"Gm7334",-3.41169588021848,3.27485294055412,29.8140566119825,7.06569584417702e-06,0.00166459649742864
"Ndel1",-1.91460535174303,3.64624551669906,29.7915874978913,7.10612465673854e-06,0.00166459649742864
"Zfp36l2",-4.47930820395108,7.83868097454114,29.7894896452047,7.10991195707618e-06,0.00166459649742864
"Adamts10",-3.78528572682176,2.96896185690412,29.7684218640811,7.1480661418307e-06,0.00166459649742864
"Tspan13",-3.79798668207606,4.78587541123527,29.5945378312881,7.47147323584931e-06,0.00168947511797262
"Opalin",6.62844626043812,1.09703243278425,29.5680584219174,7.52208141040587e-06,0.00168947511797262
"Cdk2",-3.50675244183094,4.28633926272558,29.5606700134629,7.53626773879691e-06,0.00168947511797262
"Traf7",-2.09734699939621,3.76853045938785,29.5481520200035,7.56036869679922e-06,0.00168947511797262
"Nr4a1",-4.96952216053062,5.98171649271432,29.2977244728712,8.06026875140608e-06,0.00178317325587357
"Gmeb2",-2.06176084171697,2.87909884566574,29.2170171899148,8.22882512309559e-06,0.00179936928605832
"Gjb1",6.48331779396131,1.38814208505817,29.1852757805216,8.29614732079504e-06,0.00179936928605832
"Wdr5",-2.05205918599692,3.69974845655854,28.9623725095165,8.78585284635638e-06,0.00188708177203827
"Ppp1r14b",-3.13905432700346,7.03010572847483,28.9239834636876,8.87327158971846e-06,0.00188753257095521
"Patl1",-2.30019907497293,3.09926153379271,28.823743903341,9.10595584629217e-06,0.00191858153511925
"Gm5913",-1.71782628728547,3.63167010025055,28.6894298561995,9.42803227800067e-06,0.00196770149137933
"Lrch1",-1.29974984100039,1.9415691277221,28.6330515505441,9.56683931078536e-06,0.00197801108478976
"Mfsd10",-2.2642288595742,5.76988255083918,28.5784074304512,9.70346675657744e-06,0.00198768328755336
"Gm12326",3.74065819679188,0.890521505374679,28.2460490525184,1.05807804078672e-05,0.00213070407509261
"Rab12",-2.27638013850734,4.14404653581395,28.2411651860716,1.05942886706228e-05,0.00213070407509261
"Shmt1",-1.70622575088752,2.15407917245954,28.0499446955415,1.11379750677501e-05,0.002219868670485
"Arsg",2.46934514087986,1.86059130257419,27.797697915597,1.19013262794364e-05,0.00235083072571404
"Gm19439",2.47237637395823,0.439686632327789,27.74468247032,1.20687776353349e-05,0.002362810332978
"Abi1",-2.15953730508457,3.66833412299417,27.6764430468403,1.22880376682678e-05,0.00238463383627271
"Gm11821",-1.87907412361399,1.95994599213794,27.4525487112769,1.30379067482872e-05,0.00250815313906399
"Pck2",-2.90209647562089,4.04409964402931,27.3890191239126,1.32594985654263e-05,0.0025287921272666
"AC116487.3",2.17934978155334,0.530541521898302,27.3230877667579,1.34937387301864e-05,0.00255146993100782
"Elf2",-1.33366478780004,2.81790652113515,27.2452197478533,1.37761089597566e-05,0.00257510598878883
"Nkx6-2",7.34251849208128,1.59993939686451,27.2247076595104,1.3851539694701e-05,0.00257510598878883
"Lrrfip1",-2.25369703188197,2.31573929743487,27.1627046962204,1.40822497380441e-05,0.00259618009128958
"Dnmbp",-1.67216110357727,1.38475224598797,27.1213200892187,1.42385278196422e-05,0.00260329711532185
"Ncbp3",-1.60350210854223,2.88718053746047,26.9642206038077,1.484889493866e-05,0.00268356927609893
"Slc9a5",-2.53043070720715,1.48158160854627,26.9463266930711,1.49201745224503e-05,0.00268356927609893
"Btg1",-3.18539337511732,8.08095979045271,26.8589405059025,1.52735772939758e-05,0.00271535499877612
"Phf12",-1.81602909689987,2.69084684594418,26.8421806384165,1.53423755750583e-05,0.00271535499877612
"Strip1",-2.21213421385252,4.49611303630537,26.7594732829132,1.56867790710953e-05,0.00272198068231581
"Epb41",-2.32376929189842,2.20771926196744,26.7580867785139,1.56926227339627e-05,0.00272198068231581
"Qdpr",3.4774511560552,3.39291176240547,26.7447557713336,1.57489276922851e-05,0.00272198068231581
"Pdlim2",5.16626572757606,4.21154603943774,26.5479177321494,1.6605964348471e-05,0.00282477029582462
"Pigx",-1.56937281810051,4.3375402252927,26.54027109706,1.66402500842097e-05,0.00282477029582462
"Gm6091",-3.82674849652444,2.05295431522236,26.5210638777792,1.67267056345444e-05,0.00282477029582462
"Nsmaf",-2.1291845327948,2.25519464032151,26.401368218479,1.72764374969133e-05,0.00289550474806222
"Bnip2",-2.51178675066684,4.96410567463994,26.3592338037696,1.74745286622443e-05,0.00289826487065679
"Tor1aip1",-1.71743648789284,4.37641537038437,26.3422801435695,1.75549198873575e-05,0.00289826487065679
"Trp53",-2.11196000482479,5.10061115078525,26.2963936452262,1.77744989912943e-05,0.00291277956432892
"Tnks1bp1",-2.20715951110135,2.61224146106416,26.1945824722652,1.82722672312362e-05,0.00297233358791646
"Mog",8.49913301258066,2.10140408054561,26.1326708868771,1.85822454647833e-05,0.00299279295195327
"A930003A15Rik",1.28381897167283,0.346199994350312,26.1156203755825,1.86685995285247e-05,0.00299279295195327
"Ermn",7.26317902194422,1.39892093985865,26.0118090266177,1.92037249698044e-05,0.00305643170868332
"Kdm6b",-2.52660338863847,4.39475589596913,25.8994450702918,1.98015072649091e-05,0.00312017276981394
"Gm14808",1.83725823561495,0.310209185673178,25.8838036226754,1.98862885026337e-05,0.00312017276981394
"Cldn14",2.28892227844003,0.391961754463049,25.8451412428817,2.00975227529293e-05,0.00313110912579616
"Nrtn",2.44463161273722,0.704097540199263,25.8144616244707,2.02668527811726e-05,0.0031354096788663
"Chpf2",-1.81360190116878,3.55848313736235,25.7376202618632,2.06977067434617e-05,0.00317982893253891
"Gm340",-2.24041781686545,2.69382395869895,25.6549259661351,2.11723622471467e-05,0.00323031841374914
"Mtr",-1.98117065596307,2.0577968935513,25.5557683112848,2.17569398315898e-05,0.00329677246502918
"Nepro",-1.76825765983986,2.3456903480206,25.4436239422671,2.24389831102858e-05,0.00337699063502622
"Trp53inp2",4.43223435027781,5.62033848787032,25.383736185533,2.28125605374572e-05,0.00341001538358221
"Gmeb1",-1.67779807015958,2.53833538356287,25.2742232052819,2.35130398566721e-05,0.00346553547747516
"Slc5a11",1.06508434125292,0.387992692935087,25.2540866269732,2.36443292533626e-05,0.00346553547747516
"Gm14285",1.32998076071049,0.283914494370497,25.2526190605968,2.36539283595692e-05,0.00346553547747516
"AC110091.1",4.81378613041768,0.767138919216334,25.1611857506366,2.42602892679162e-05,0.00353098933864546
"Gm9761",-1.41429737951892,4.44295328161769,25.1364250508113,2.44273456446651e-05,0.00353206645553546
"Kdelr2",-1.70798041738175,4.64181443166785,25.1101655065995,2.46058617884699e-05,0.00353477584640467
"Mal",8.48744118130247,2.21127591719731,25.0451623094277,2.50538022703331e-05,0.00357590495242954
"Pink1",2.03605545902318,5.90154224569361,24.730702996861,2.73476121952717e-05,0.00387827708074357
"Gm5067",4.13028824546374,0.907442591466444,24.7048134788307,2.75462409048748e-05,0.00388156361489519
"Plekhh1",3.70727574107729,1.25718314191118,24.5716814896796,2.85923548717854e-05,0.00400347257486398
"Lman1",-2.71937972396353,3.55172747202366,24.5236523836364,2.8980133816796e-05,0.00403224843037094
"Fbxl12",-1.59799473747175,2.02251007531984,24.4787539394286,2.93477349527502e-05,0.00405188464173038
"Atp8b2",-2.82546279415269,3.48861063782627,24.4618330570938,2.94875662124753e-05,0.00405188464173038
"Crtap",-2.74520830293437,1.7899668093615,24.4330623038133,2.97269640143653e-05,0.00405956558573953
"Gpr62",5.89420258897797,2.14454528707477,24.4084419914059,2.99334800814726e-05,0.004062689446886
"Gm5990",-2.15791001394688,1.19875352234414,24.3710718533596,3.02498847523476e-05,0.00408059878278162
"Gm5874",-2.76368248743971,2.56482586859853,24.255901109963,3.12477548697105e-05,0.00416925235973122
"Nt5dc2",-3.09477500917488,2.96109151802531,24.2416418347794,3.13737336035406e-05,0.00416925235973122
"Rnd1",-2.20967157825776,2.09745578563827,24.2249876350255,3.1521560459762e-05,0.00416925235973122
"Gm5043",-1.52927895004293,2.43360434779511,24.20475768402,3.17021310976751e-05,0.00416925235973122
"Lpar1",4.1036475766319,1.0836494150891,24.181556585101,3.19105872596301e-05,0.00416925235973122
"Tsen54",-1.77372113710398,3.38267194667429,24.1674742438066,3.20378294604849e-05,0.00416925235973122
"Dusp4",-3.81437401207732,2.20633744442109,24.091888899788,3.27301409731972e-05,0.00423443806286575
"Pcf11",-2.66505602238592,3.64445251696184,24.0613633936002,3.30142628908713e-05,0.00424489275926302
"Gm45456",-2.60284968888309,2.63562942517078,24.0229468007635,3.33755936264564e-05,0.00424489275926302
"Rrp1b",-1.70428659259417,2.68214058070583,24.0075358214114,3.35217317445428e-05,0.00424489275926302
"F2r",-3.84706649577645,2.24307749377927,24.0015731135126,3.35784582954856e-05,0.00424489275926302
"Tbc1d9b",2.44835894251398,4.53299294576868,23.9195010117268,3.43697942478498e-05,0.00430682111882115
"Wdr3",-1.75785394633059,2.309871861877,23.9105108442009,3.4457683769441e-05,0.00430682111882115
"Cdca4",-2.17652828610856,4.37303770097772,23.8459363195994,3.50960969886241e-05,0.00434671978450601
"Rgs19",-2.59539556993981,5.89538778623361,23.7901790811612,3.56575379877774e-05,0.00434671978450601
"Hist1h4c",2.87027476151535,2.03826917541669,23.7686133908427,3.58772654083457e-05,0.00434671978450601
"Fbxl6",-1.72393224517582,5.69479735061379,23.7529623101651,3.60376386658784e-05,0.00434671978450601
"Tap1",-3.02021056684644,4.65875823612618,23.7528863657473,3.60384187220447e-05,0.00434671978450601
"Tbk1",-2.24072562437971,3.21186219926237,23.7450881030649,3.61186142551657e-05,0.00434671978450601
"Aoc2",-2.54128709779728,2.13422855306138,23.741821926655,3.61522596550696e-05,0.00434671978450601
"Plekhf2",-2.56700149379078,4.06249334780404,23.7092265808897,3.64898753043653e-05,0.00436359735869445
"Wsb1",-4.24205943870515,6.29026578211877,23.6171489967938,3.74619772982279e-05,0.00445575980520804
"Nrbp1",-2.0727971861349,6.17190840295621,23.5910467536027,3.77425709885227e-05,0.00446512779667961
"Asxl1",-2.08571241735911,3.44119726416479,23.5136498889399,3.85878912213623e-05,0.00454085062494787
"Ubn1",-1.93908882376382,4.08418468234774,23.4876322948522,3.88765902263597e-05,0.00455061801892993
"Sec14l5",4.04728571031474,0.883929173625213,23.4369439557334,3.94457116011906e-05,0.00458163523388272
"Adamtsl4",2.52678196891049,1.88964857921578,23.4272320270409,3.9555771354319e-05,0.00458163523388272
"Plekhh3",-2.06867816558343,3.23541055220656,23.2954442540626,4.10822208931635e-05,0.00473365610843466
"Slc29a1",-4.03255054224518,3.79721955798877,23.2648919119031,4.14450346429976e-05,0.00475071762387065
"Gamt",4.60869651617454,5.55725932445066,23.2221307129668,4.19586075182382e-05,0.0047626584494795
"Gm15163",-2.51331704538612,2.95968777723559,23.1943014668338,4.22965043775818e-05,0.0047626584494795
"Ptbp1",-2.55696310715899,3.78086868418224,23.1914393752665,4.23314202971898e-05,0.0047626584494795
"Klhl36",-1.94125467702615,2.73507986671475,23.1849804383284,4.24103292748479e-05,0.0047626584494795
"Vmp1",1.47295815183727,3.18837516594699,23.1382253893485,4.29862585412857e-05,0.00480295453388315
"Mettl6",-1.61006209956324,3.22461945009481,23.0771087778011,4.3751764099489e-05,0.00485038797264114
"Ccnd1",-4.40116559129998,3.71726127619398,23.0694057588453,4.38492787835388e-05,0.00485038797264114
"Josd2",3.67401971714929,6.14540628652128,23.0133921805661,4.4565413519559e-05,0.00490507782732937
"Bend3",-1.56986140501153,1.43927418922588,22.9701987726913,4.51261987579028e-05,0.00494221235208458
"Gm10156",-1.81830433668335,3.13423837091652,22.9420138510829,4.54962010773043e-05,0.00495818944055765
"Sp1",-1.80843761109939,3.6801695530594,22.915348038767,4.58492552581937e-05,0.0049721719317501
"AC140244.1",4.80114207352869,1.80261343782054,22.8785535878155,4.63412408921163e-05,0.00500101108417702
"Mir17hg",-2.00389475277143,2.32809977219767,22.858513418585,4.66115790636076e-05,0.00500576681370967
"Gm5648",-3.25297275911953,1.67542855416488,22.8375827278455,4.68957355220626e-05,0.00501195341523957
"Mobp",8.6903697747686,1.95143676448207,22.761108854104,4.79498370865083e-05,0.00509997233588857
"Erlin1",-1.60259231076583,2.89648712751341,22.7170104655744,4.85692007026374e-05,0.00514113123035621
"Taf6",-1.72767367600195,3.11515535221698,22.6640664644575,4.93241489463273e-05,0.00517452017410511
"Tmem39b",-1.64490050750714,2.46834184014243,22.6483723383083,4.95503464952345e-05,0.00517452017410511
"Ankub1",1.42627265821965,0.323698802890866,22.6455165204766,4.95916264747891e-05,0.00517452017410511
"Cers2",3.04474354556842,5.76877598623825,22.6041065485698,5.01943549177872e-05,0.00517452017410511
"Ptgfrn",-2.76883311082653,1.75368234241322,22.599198800644,5.0266306631362e-05,0.00517452017410511
"Terf2",-1.66911778160729,3.08517802480836,22.5977193235477,5.02880186879084e-05,0.00517452017410511
"Stard9",-1.54462591102087,2.14939102668359,22.5740224039888,5.06371558705477e-05,0.0051863231450191
"Rapgef4",1.97439741856765,0.883848688148674,22.5455813337804,5.10596242560685e-05,0.00520549339823504
"Pip5k1a",-1.58666701217633,3.0363361178633,22.3919096575577,5.34085985927051e-05,0.00541999278287347
"Gm15428",-4.78335370358909,2.05855378173886,22.3483335230792,5.40955747372177e-05,0.00545771187619757
"Carns1",4.16175113588486,2.06658495885463,22.3371328012529,5.42736795535626e-05,0.00545771187619757
"Pvr",-2.04806332238636,2.83099014522284,22.3151968446044,5.46243107020547e-05,0.00546811595321971
"Crlf3",-2.39922834228219,3.64374506488232,22.2206649528039,5.61633538320867e-05,0.00559685530102367
"Sowahc",-3.26438757785115,6.24244682545903,22.1885357180051,5.66969688905521e-05,0.00562469525903894
"Nmd3",-1.86866563403939,2.8596196543058,22.0471290836558,5.91109411847288e-05,0.00583799710638284
"Rbm3",-2.46328448693881,6.3429071777196,21.9325889313518,6.11470269641984e-05,0.00600077419037513
"Gpr37",5.71789107911621,1.56431053594989,21.9161188630389,6.14459302291098e-05,0.00600077419037513
"Arl5b",-3.03722412312181,2.79842528162703,21.9091523682341,6.15728310452992e-05,0.00600077419037513
"Ccdc50-ps",-2.15279406258773,2.68487001954562,21.8729684400874,6.22364874733674e-05,0.00601802354523842
"Tprn",3.99344844878572,4.0467295222402,21.8698590120871,6.22938747845951e-05,0.00601802354523842
"Wdr1",-1.67740972081919,5.98982979095212,21.8251520790715,6.31252821693011e-05,0.00604923945916425
"Pan3",-2.20250286204633,2.81905276616468,21.8034574783765,6.35330122776931e-05,0.00604923945916425
"Trak2",3.5153859437625,3.29898157510665,21.7998679939072,6.36007450830872e-05,0.00604923945916425
"Nol3",4.23265384607213,1.41562909344361,21.7940473375906,6.37107442022e-05,0.00604923945916425
"Padi2",2.51985553616315,1.77426890637299,21.7382277791124,6.47760408212203e-05,0.00611483547567663
"Gjc2",6.77593119712805,1.57367869630939,21.7289779801459,6.4954406580663e-05,0.00611483547567663
"A230050P20Rik",-3.32609450768967,2.98841371841073,21.694198362373,6.56297949927923e-05,0.00615223709587095
"Tnfrsf1a",-3.80857286819455,5.39647052160827,21.679907240993,6.59094941557799e-05,0.00615238708526717
"Tmem125",7.48965500814908,1.41424154082394,21.6655844263178,6.61910960122941e-05,0.00615271267680665
"Map4",2.06644694277016,3.6121902300798,21.5938101000348,6.76218146994308e-05,0.00623720933130373
"Hnrnpa0",-1.84121943680484,7.54422282688705,21.5917195521038,6.76639804507931e-05,0.00623720933130373
"Fa2h",5.93012810840717,1.30118419673483,21.520650070596,6.91143301211036e-05,0.00630545138717696
"Nipa2",-2.03431548486596,3.05032072228895,21.5171910795542,6.91857646353021e-05,0.00630545138717696
"Tmod1",2.42702167082117,0.878443004904538,21.5136317509907,6.92593539340958e-05,0.00630545138717696
"Kansl3",-2.25607338335839,3.64233968098793,21.484161503088,6.98718860173151e-05,0.00631174960235921
"Mtmr3",-1.4450345760003,3.28469656053997,21.4828567440445,6.98991390217424e-05,0.00631174960235921
"Mbp",9.8786763540303,4.31113102179538,21.4600270886718,7.0377839400103e-05,0.00632914203678244
"Rhpn2",1.07590284721543,0.48824014467999,21.4317117397933,7.09764537228109e-05,0.00635426449408421
"Wnt3",2.02913742149856,0.511215160772123,21.419718737333,7.1231641031184e-05,0.00635426449408421
"Utp4",-1.72408358860602,2.64289695712748,21.3858848030221,7.19568760229376e-05,0.00639318059540341
"Slf2",-2.42032862101099,2.91109335024659,21.2451146100944,7.50603984593538e-05,0.00661593071972234
"Aldh3b2",1.51591675806292,0.479099685474953,21.2450396101646,7.50620897098182e-05,0.00661593071972234
"Gm12538",-1.2587621551805,3.08826119438193,21.1863057795516,7.63991668628943e-05,0.00670705860518972
"Mapk1ip1l",-2.35433983319658,4.1450788527321,21.1458671098457,7.73345839077092e-05,0.00674661002510482
"Slc48a1",3.09587635237182,5.36625493397488,21.1405019222209,7.74596097444571e-05,0.00674661002510482
"Gm43836",1.28182825742763,0.274802852806837,21.12732720968,7.77675425243058e-05,0.00674686801280477
"Kansl1",-1.76829049757508,2.6739957815951,21.104356095395,7.83075901929361e-05,0.00675382962437978
"Efemp2",-3.14220293211069,3.51116297251302,21.0945079254054,7.8540349395324e-05,0.00675382962437978
"Prkx",-1.95696447506791,3.11415968088885,21.0850896715392,7.87636415987878e-05,0.00675382962437978
"Pla2g16",3.35189996214287,2.87307288307945,21.0483722994344,7.96406740162207e-05,0.00680266652996468
"1810032O08Rik",-1.70352045902338,2.61292931961179,21.0281671022509,8.01277570636767e-05,0.00681794757507585
"Apeh",-1.56438170222736,4.63966823370202,20.9917870247923,8.10128358948197e-05,0.00682858763191987
"Cldn11",8.77418989601154,2.23013760742021,20.9811850195564,8.12727366060611e-05,0.00682858763191987
"Ints12",-1.37475871304608,3.22983735457053,20.9750311854359,8.14240034334449e-05,0.00682858763191987
"Otud3",-1.72141298851144,1.67891987573972,20.9724531899977,8.1487462587662e-05,0.00682858763191987
"Smad2",-1.38931957564485,2.74253817103219,20.9542634213669,8.19367261754003e-05,0.00684032525727691
"Snrpb",-1.00266458114506,7.00936066112318,20.9284343316806,8.25792395519071e-05,0.00686804705491293
"Cklf",-1.95611035192956,3.53622795596296,20.9110529724932,8.30146501271105e-05,0.00687840114143096
"Med1",-2.03319079517413,3.22033434920249,20.8898963246463,8.35479573765302e-05,0.00689675918298873
"Rpl10",-2.35844962008049,7.26042339141101,20.817809954387,8.53928345329406e-05,0.00699752566576144
