"","other","newoligo"
"1110002E22Rik",0.208925857742894,0.131670400997808
"1110002J07Rik",0.804479581468295,2.0004920650593
"1110008E08Rik",0.121989417988668,0
"1110017D15Rik",0.857978256887983,1.08340925892797
"1190002N15Rik",3.09413480181007,4.62770016706011
"1500009L16Rik",0.696371682898079,0.585980422682651
"1600023N17Rik",0.552061144746435,1.87576400634275
"1600029O15Rik",0.532646953701186,0.0267402784126727
"1700001L19Rik",0.347661888644646,0.163249850353838
"1700003E16Rik",1.26065077443976,1.3860875154437
"1700008K24Rik",0.175479396447583,0.424608820322547
"1700011D18Rik",0.261454266408825,0
"1700016C15Rik",0.460698036713933,0.180872309252595
"1700016P03Rik",1.91223416655922,0.944699326562995
"1700023F06Rik",0.587560139095133,0.28921185264719
"1700025F24Rik",0.404801497802941,0
"1700029P11Rik",0.115166867885902,0
"1700030C12Rik",0.230153927133816,0
"1700034H15Rik",0.51107714558166,0.365609927047386
"1700039M10Rik",0.51106757586518,0.942702736585335
"1700066J03Rik",0.326994551259473,0
"1700081N11Rik",0.519778490011931,1.42151034767527
"1700097M23Rik",0.186416977581182,0
"2210008F06Rik",0.88547634498877,1.77669547312317
"2310026L22Rik",1.68996380302916,2.36763169393805
"2410089E03Rik",1.65492548041662,2.34189654183534
"2410137M14Rik",0.159624910398293,0.208362950149969
"2610035F20Rik",0.963722403184246,0.175750870835205
"2700033N17Rik",1.25731945034983,1.9872620287833
"2700081O15Rik",2.99470058822585,6.02958165423036
"2810049E08Rik",0.369669527329428,0.242422489225463
"2810408A11Rik",1.37445832230529,1.5315246787116
"2900011O08Rik",1.00394325882761,3.08137369565999
"2900055J20Rik",1.15546397358036,0.950228479160552
"3010001F23Rik",0.417534033918799,0.752178926874615
"3110039M20Rik",0.600094704587826,0.304113771043365
"3300002P13Rik",1.03424534447038,1.13139376152636
"3732407C23Rik",0.210215542693985,0.249777350194
"4833422C13Rik",0.902226857098262,0.892504732883108
"4930421C12Rik",0.202971563165805,0.598461553771435
"4930429H19Rik",0.713582441427626,0.152125849357
"4930439D14Rik",0.892311862438686,0
"4930456G14Rik",0.276926095706717,0.67730999143709
"4930471C04Rik",0.179160348864621,0.152119132570544
"4930474N09Rik",0.437229412329873,0.0981383191323105
"4930500F10Rik",0.252140624725766,0.81987659794039
"4930516B21Rik",1.85665951200264,4.21261827467223
"4930534D22Rik",0.259842862668205,0.077141860303595
"4930539E08Rik",0.465238103921888,0.0742379427680551
"4930553P18Rik",0.323125196054734,0.871016807504484
"4930563E22Rik",1.20021896403036,1.56330052490317
"4930570G19Rik",0.984881605942529,2.26312312457376
"4930572O13Rik",0.27042894531644,0.045817493028519
"4931428F04Rik",1.85911256335901,4.36347419071348
"4933405L10Rik",0.346095306176203,0.629864499119879
"4933406C10Rik",0.276667404680543,0.221132133389384
"5033430I15Rik",1.7154298128864,1.59328475237288
"5330417C22Rik",0.542806519327507,0.054997227157603
"5330429C05Rik",0.113286517872095,0.310527709004958
"5330434G04Rik",0.528958439543768,0.934022819385955
"5430416N02Rik",2.1125776508022,3.70037492964835
"5730409E04Rik",3.01551210810282,4.76792779642265
"5930412G12Rik",0.532248027012506,0.0509423358307352
"5930422O12Rik",0.841431023842427,1.21021640716996
"6030419C18Rik",1.60987153232556,3.79883464920076
"6330403K07Rik",3.57532109691182,7.54923903281628
"6330403L08Rik",2.23874422753189,4.53507443445677
"6430571L13Rik",0.542359621455899,0.755474869809037
"9130214F15Rik",0.354167140145879,0
"9230110C19Rik",0.63453007757864,0.658880267701855
"9330121K16Rik",0.773726911728385,0.547542382844703
"9330132A10Rik",1.54526770209721,3.29990411827879
"9330159F19Rik",1.38113916033582,3.54452059598723
"9330162012Rik",0.91217717432879,0.87883641493316
"9330162G02Rik",0.388847544843956,0.30824547956692
"9430021M05Rik",0.360641673344979,1.55496198403013
"9530080O11Rik",0.250225064169093,0.135990602850115
"9630001P10Rik",0.447252096459351,0.441377277195218
"A230006K03Rik",0.209863155699086,0.0052826272411983
"A230050P20Rik",2.84877237382087,4.94339254266882
"A230057D06Rik",0.595074408139651,1.1252721145748
"A230077H06Rik",0.312819758848565,0.581959930164851
"A330076H08Rik",0.813793892677537,2.12651911598538
"A330102I10Rik",0.636155021808252,2.72687801190905
"A430108G06Rik",0.507687330187966,0.424602485881378
"A530058N18Rik",0.233970413612249,0.0678935876127722
"A730017C20Rik",1.56173955993089,4.01613897666049
"A730020E08Rik",0.70373858372447,0.713040462208493
"A730056A06Rik",0.284024155149083,0.0766109864721791
"A730060N03Rik",0.235090817664647,0
"A830036E02Rik",0.203704202732532,0.0188405923177102
"A830073O21Rik",0.332063163356369,0
"A830082K12Rik",0.63445091535368,0.693116896770243
"A830082N09Rik",1.19613391511301,3.39457768714921
"A830092H15Rik",0.221591007732597,0.314598346948517
"A930024N18Rik",0.433154273264449,1.26624450292722
"A930033M14Rik",0.130942856426254,1.2843976936369
"AA387200",0.0876692988959966,0.274332418107743
"AC061963.1",0.296828211848582,0.0953082738154866
"AC101205.1",1.27893024657602,3.19506268892127
"AC102103.2",0.219976772569112,0
"AC102368.1",0.1513082991806,0
"AC113305.1",1.27138164957106,4.02846451888053
"AC114585.1",0.248079340470416,0.342939100296917
"AC116950.1",0.137728619296732,0.212993999366615
"AC117202.2",0.368588857549836,0
"AC117202.3",0.0888102223864175,0
"AC122291.1",1.21659978924638,0.554844133092763
"AC122393.2",0.111194565533011,0
"AC122858.2",2.10165624417945,4.48205431712436
"AC125351.1",2.12950783992076,3.7823015331076
"AC134468.1",1.77699405955748,4.31236036267369
"AC139513.1",0.20743846569781,0.379795245599925
"AC144732.1",1.205523861395,2.70270536230332
"AC152940.1",0.817075177185325,0.690990153132925
"AC153912.1",0.87908252378074,2.53733681910551
"AC154227.2",0.218401962816169,0.465758911546229
"AC154265.2",0.650100501668063,1.77350451494832
"AC154509.1",0.183031329047099,0.184085851630123
"AC154738.5",0.859728646063965,2.03400749272346
"AC154760.1",2.53917343897279,4.57043431799292
"AC154766.1",0.88124124566679,1.66556845805333
"AC154767.1",1.75834693718185,4.9488778017032
"AC157602.1",3.87717079150168,9.39541136825652
"AC157931.1",0.491863311657387,0.703093348389105
"AC161537.1",0.378557294940316,0.0576430128054546
"AC162302.2",0.801900403008226,2.53850032393376
"AC162863.1",0.662352399059327,0.950439488607125
"AC163667.2",0.996273914431674,2.16158937660629
"AC167978.1",0.326004863201469,0.348076876349839
"AF529169",0.47569394630198,0.802762617309899
"AI593442",2.02201875077535,1.35046675870956
"AI606473",0.28577565475209,0
"AI854703",1.25921789544504,3.48395948172641
"AK157302",2.78223527168057,6.65099976078002
"AL589670.1",0.280036170639742,0.458524650685409
"AL589670.4",0.282239964131032,0.75833323252509
"AU022754",0.559009639690608,1.06574564398527
"AW551984",0.822886775091887,0.85782190097816
"AW822252",0.337820313244319,0.147178278617692
"Aak1",1.85207004817897,2.73037270267826
"Abca5",0.925860537570083,2.22425424186455
"Abcc8",0.279404619666762,0.00428587228388575
"Abcg4",1.42171723233504,3.70936997637171
"Abhd11os",1.23904039727041,1.80500961652364
"Abhd8",4.33367023589753,4.70569841955617
"Ablim1",1.15168119579849,0.0490004563690095
"Ablim3",0.466580931783366,0.216362691427789
"Acaa1b",0.851486343048141,1.45333975946942
"Ache",3.01681437504172,4.67249934652503
"Ackr1",2.14561231902239,5.34804919044302
"Acr",0.696490792624467,1.06514310590345
"Actl6b",1.03521362230767,1.60747077240385
"Actn2",0.320185026706763,0.071756834635877
"Actn3",0.249458014187914,0.669464165988349
"Actrt3",0.236589298962318,0.0547427891246495
"Acvr1b",2.02822966108164,3.1237151454653
"Adam21",0.447884290601879,0.209920168521504
"Adam22",0.83601004156334,2.51443626539879
"Adam23",0.824338738983846,3.35745478855527
"Adamts14",0.197796132188712,0.0147718413640164
"Adamts15",0.633602158956608,0.0807506064992571
"Adamts17",0.246438922326276,0.409162664798277
"Adamts7",0.556880477143031,0.947242586074196
"Adarb1",1.19261273025991,1.2497466015451
"Adarb2",0.403585937557852,0.299945730223424
"Adcy1",1.06840385830781,2.51351214442731
"Adcy5",0.874855518874231,3.2459441287869
"Adcy8",0.435459949565221,0.262884757572152
"Adcyap1",0.56862749429102,0.026400208811154
"Add2",0.841387419834275,1.75923136602674
"Adgra1",0.801192133181953,1.12262286684208
"Adgrg2",0.213154632986781,0.0634657355815108
"Adgrl1",1.43539267884021,3.98843137636794
"Adra1a",0.443137760920966,0.497823196226796
"Adra2c",0.728353824884126,1.14419985177967
"Aff2",0.254232818753461,0.107662611993075
"Agap2",3.41501129565709,5.88073382234293
"Ago1",3.29907872415988,4.79978031499191
"Ago2",2.34247440037001,2.68337976291383
"Agtpbp1",1.68844717024258,2.75213946014927
"Agtr2",0.269660494919306,0
