PSID Gene Module kTotal kWithin kOut kDiff rank
PARK7 PARK7 darkred 4.80359077401736 1.99193825443944 2.81165251957792 -0.819714265138477 1
PSMB7 PSMB7 darkred 7.54720966809409 1.92316692346735 5.62404274462674 -3.70087582115938 2
FKBP2 FKBP2 darkred 4.52648391344119 1.54308629840845 2.98339761503274 -1.4403113166243 3
CUTA CUTA darkred 5.31389277989352 1.43120298634648 3.88268979354704 -2.45148680720056 4
ATP5A1 ATP5A1 darkred 10.7938475730826 1.2192906350625 9.57455693802009 -8.3552663029576 5
TUFM TUFM darkred 4.6591959643737 1.21518625216535 3.44400971220835 -2.228823460043 6
GPX1 GPX1 darkred 4.55476160117254 1.199991440136 3.35477016103654 -2.15477872090054 7
GUK1 GUK1 darkred 4.6862952648964 1.12107380604302 3.56522145885338 -2.44414765281036 8
RPL36AL RPL36AL darkred 3.95410019683175 1.0881426693584 2.86595752747334 -1.77781485811494 9
TPI1 TPI1 darkred 5.77579991066726 0.773302272065675 5.00249763860159 -4.22919536653592 10
PSMB1 PSMB1 darkred 4.11217168337445 0.708877845748785 3.40329383762566 -2.69441599187688 11
RPL4 RPL4 darkred 3.18782924781569 0.67427153298484 2.51355771483085 -1.83928618184601 12
USP11 USP11 darkred 4.76683715326473 0.611630312781896 4.15520684048283 -3.54357652770094 13
TSPAN3 TSPAN3 darkred 3.99676285832856 0.573591103401638 3.42317175492692 -2.84958065152529 14
CLCN6 CLCN6 darkred 3.48838457827236 0.572778669070572 2.91560590920179 -2.34282724013122 15
HSPE1 HSPE1 darkred 3.74549212663284 0.524001059998582 3.22149106663426 -2.69749000663568 16
VPS28 VPS28 darkred 3.28537455950818 0.482781867503585 2.8025926920046 -2.31981082450101 17
RTN4 RTN4 darkred 4.66838299000152 0.466661747171284 4.20172124283023 -3.73505949565895 18
POLR2L POLR2L darkred 3.68394193885501 0.415220609128936 3.26872132972608 -2.85350072059714 19
TKT TKT darkred 3.74269705642566 0.394985645766004 3.34771141065966 -2.95272576489365 20
U2AF1 U2AF1 darkred 3.0857073659779 0.393353018175557 2.69235434780234 -2.29900132962678 21
NDRG1 NDRG1 darkred 3.82355718612991 0.300191043638371 3.52336614249154 -3.22317509885317 22
RPS28 RPS28 darkred 3.42759467919097 0.26501731504896 3.16257736414201 -2.89756004909305 23
GPRC5B GPRC5B darkred 4.3864684242084 0.235675175270797 4.1507932489376 -3.91511807366681 24
QDPR QDPR darkred 3.63630017094903 0.214139088499862 3.42216108244917 -3.20802199394931 25
RANBP9 RANBP9 darkred 2.60616329174034 0.206886412453523 2.39927687928682 -2.19239046683329 26
SLC10A3 SLC10A3 darkred 2.68660330823383 0.12237273403829 2.56423057419554 -2.44185784015725 27
BCAP31 BCAP31 darkred 2.85525518948298 0.113856373719112 2.74139881576387 -2.62754244204476 28
SLC27A5 SLC27A5 darkred 3.45228645553258 0.0971129126988234 3.35517354283376 -3.25806063013493 29
UPK3A UPK3A darkred 2.44254004805546 0.0705173574903967 2.37202269056506 -2.30150533307466 30
E2F2 E2F2 darkred 2.42950630781114 0.0449255458965881 2.38458076191455 -2.33965521601797 31
SNTA1 SNTA1 darkred 2.75653577907881 0.0390792739553957 2.71745650512342 -2.67837723116802 32
FOSL2 FOSL2 darkred 2.8963377202268 0.0301191755061457 2.86621854472066 -2.83609936921451 33
HOXA6 HOXA6 darkred 2.51171903473575 0.0259308533023676 2.48578818143339 -2.45985732813102 34
C6orf47 C6orf47 darkred 2.66507184442493 0.0199759044372627 2.64509593998767 -2.6251200355504 35
INSL3 INSL3 darkred 2.52834050161069 0.0168582713907395 2.51148223021995 -2.49462395882921 36
ARHGAP1 ARHGAP1 darkred 3.27841775112711 0.0133577377450779 3.26506001338203 -3.25170227563695 37
