PSID Gene Module kTotal kWithin kOut kDiff rank
ARL6IP5 ARL6IP5 grey60 5.25911240199336 1.1379074529747 4.12120494901866 -2.98329749604396 1
ATP6V1D ATP6V1D grey60 8.90392006055701 0.959947493587881 7.94397256696913 -6.98402507338125 2
CPNE3 CPNE3 grey60 7.24642165359961 0.895097126298072 6.35132452730153 -5.45622740100346 3
TOP1 TOP1 grey60 4.60002721644535 0.830825239807998 3.76920197663735 -2.93837673682935 4
HADHA HADHA grey60 4.63243823663526 0.805477498017233 3.82696073861802 -3.02148324060079 5
EPRS EPRS grey60 4.01301220493691 0.762546051899189 3.25046615303772 -2.48792010113853 6
DDX24 DDX24 grey60 5.92817222195364 0.737736249561 5.19043597239264 -4.45269972283164 7
TBL1X TBL1X grey60 6.9177743481313 0.720749250545674 6.19702509758563 -5.47627584703995 8
ATP6V1G1 ATP6V1G1 grey60 6.64659039282432 0.648483274615725 5.9981071182086 -5.34962384359287 9
TMEM5 TMEM5 grey60 3.71658826786027 0.646229926638446 3.07035834122182 -2.42412841458338 10
GNB1 GNB1 grey60 5.6682890206918 0.636049740849631 5.03223927984217 -4.39618953899254 11
ATG12 ATG12 grey60 4.42142722800521 0.624371005922681 3.79705622208253 -3.17268521615984 12
PPIG PPIG grey60 3.63499650584843 0.62082482106945 3.01417168477898 -2.39334686370953 13
MAGI2 MAGI2 grey60 3.6519417133214 0.57484679948141 3.07709491383999 -2.50224811435858 14
SERINC3 SERINC3 grey60 6.50715266034408 0.569671086473671 5.93748157387041 -5.36781048739674 15
PRKACB PRKACB grey60 3.60865027733503 0.566753610769382 3.04189666656564 -2.47514305579626 16
TPR TPR grey60 3.5386676500261 0.56658621623723 2.97208143378887 -2.40549521755164 17
LYPLA1 LYPLA1 grey60 4.05598558055816 0.564132585306542 3.49185299525161 -2.92772040994507 18
SCAMP1 SCAMP1 grey60 4.60754260059771 0.562668708248998 4.04487389234871 -3.48220518409972 19
ARL2BP ARL2BP grey60 4.4604686094033 0.529386542355819 3.93108206704748 -3.40169552469166 20
NKTR NKTR grey60 3.88473586425328 0.51990202647785 3.36483383777543 -2.84493181129758 21
